date_obj,Meat%20pie price
2016-01-12,165
2016-01-13,168
2016-01-14,168
2016-01-15,170
2016-01-16,170
2016-01-17,176
2016-01-18,176
2016-01-19,176
2016-01-20,177
2016-01-21,177
2016-01-22,181
2016-01-23,181
2016-01-24,182
2016-01-25,182
2016-01-26,190
2016-01-27,190
2016-01-28,190
2016-01-29,195
2016-01-30,195
2016-01-31,195
2016-02-01,197
2016-02-02,197
2016-02-03,203
2016-02-04,203
2016-02-05,203
2016-02-06,205
2016-02-07,205
2016-02-08,205
2016-02-09,205
2016-02-10,205
2016-02-11,205
2016-02-12,205
2016-02-13,208
2016-02-14,208
2016-02-15,208
2016-02-16,209
2016-02-17,209
2016-02-18,209
2016-02-19,199
2016-02-20,199
2016-02-21,194
2016-02-22,194
2016-02-23,194
2016-02-24,190
2016-02-25,190
2016-02-26,187
2016-02-27,187
2016-02-28,186
2016-02-29,186
2016-03-01,185
2016-03-02,185
2016-03-03,193
2016-03-04,193
2016-03-05,193
2016-03-06,193
2016-03-07,189
2016-03-08,189
2016-03-09,192
2016-03-10,192
2016-03-11,189
2016-03-12,189
2016-03-13,196
2016-03-14,196
2016-03-15,200
2016-03-16,200
2016-03-17,207
2016-03-18,207
2016-03-19,213
2016-03-20,213
2016-03-21,216
2016-03-22,216
2016-03-23,209
2016-03-24,209
2016-03-25,207
2016-03-26,207
2016-03-27,208
2016-03-28,200
2016-03-29,200
2016-03-30,200
2016-03-31,190
2016-04-01,190
2016-04-02,190
2016-04-03,190
2016-04-04,187
2016-04-05,187
2016-04-06,188
2016-04-07,188
2016-04-08,182
2016-04-09,182
2016-04-10,174
2016-04-11,174
2016-04-12,173
2016-04-13,173
2016-04-14,174
2016-04-15,174
2016-04-16,175
2016-04-17,175
2016-04-18,172
2016-04-19,172
2016-04-20,168
2016-04-21,168
2016-04-22,164
2016-04-23,164
2016-04-24,160
2016-04-25,156
2016-04-26,156
2016-04-27,154
2016-04-28,154
2016-04-29,160
2016-04-30,160
2016-05-01,163
2016-05-02,163
2016-05-03,170
2016-05-04,170
2016-05-05,170
2016-05-06,170
2016-05-07,167
2016-05-08,167
2016-05-09,167
2016-05-10,167
2016-05-11,159
2016-05-12,159
2016-05-13,154
2016-05-14,154
2016-05-15,150
2016-05-16,150
2016-05-17,155
2016-05-18,155
2016-05-19,157
2016-05-22,155
2016-05-23,154
2016-05-24,154
2016-05-25,150
2016-05-26,150
2016-05-27,148
2016-05-28,148
2016-05-29,146
2016-05-30,146
2016-05-31,148
2016-06-01,154
2016-06-02,154
2016-06-03,150
2016-06-04,150
2016-06-05,153
2016-06-06,157
2016-06-07,157
2016-06-08,151
2016-06-09,145
2016-06-10,145
2016-06-11,146
2016-06-12,142
2016-06-13,142
2016-06-14,141
2016-06-15,141
2016-06-16,137
2016-06-17,136
2016-06-18,136
2016-06-19,136
2016-06-20,136
2016-06-21,139
2016-06-22,140
2016-06-23,140
2016-06-24,140
2016-06-25,146
2016-06-26,146
2016-06-27,146
2016-06-28,146
2016-06-29,152
2016-06-30,152
2016-07-01,154
2016-07-02,154
2016-07-03,161
2016-07-04,163
2016-07-05,163
2016-07-06,162
2016-07-07,154
2016-07-08,148
2016-07-09,143
2016-07-10,136
2016-07-11,129
2016-07-12,125
2016-07-13,119
2016-07-14,119
2016-07-15,119
2016-07-16,115
2016-07-17,115
2016-07-18,111
2016-07-23,111
2016-07-24,108
2016-07-25,108
2016-07-26,106
2016-07-27,106
2016-07-28,103
2016-07-29,102
2016-07-30,96
2016-07-31,96
2016-08-01,94
2016-08-02,94
2016-08-03,94
2016-08-04,95
2016-08-05,95
2016-08-06,99
2016-08-07,99
2016-08-08,99
2016-08-09,96
2016-08-10,96
2016-08-11,96
2016-08-12,96
2016-08-13,100
2016-08-14,100
2016-08-15,102
2016-08-16,102
2016-08-17,103
2016-08-18,103
2016-08-19,104
2016-08-20,104
2016-08-21,107
2016-08-22,107
2016-08-23,111
2016-08-24,111
2016-08-25,110
2016-08-26,110
2016-08-28,110
2016-08-31,110
2016-09-01,110
2016-09-02,111
2016-09-03,111
2016-09-04,109
2016-09-05,109
2016-09-06,108
2016-09-07,108
2016-09-08,108
2016-09-09,111
2016-09-10,113
2016-09-11,113
2016-09-12,115
2016-09-13,115
2016-09-14,118
2016-09-15,118
2016-09-16,118
2016-09-17,118
2016-09-18,117
2016-09-19,117
2016-09-20,119
2016-09-21,119
2016-09-22,120
2016-09-23,120
2016-09-24,120
2016-09-25,125
2016-09-26,125
2016-09-27,120
2016-09-28,120
2016-09-29,114
2016-09-30,112
2016-10-01,112
2016-10-02,108
2016-10-03,108
2016-10-04,109
2016-10-05,109
2016-10-06,114
2016-10-07,114
2016-10-08,115
2016-10-09,115
2016-10-10,115
2016-10-11,115
2016-10-12,113
2016-10-13,113
2016-10-14,110
2016-10-15,110
2016-10-16,106
2016-10-17,106
2016-10-18,106
2016-10-19,108
2016-10-20,108
2016-10-21,107
2016-10-22,107
2016-10-23,109
2016-10-24,109
2016-10-25,111
2016-10-26,112
2016-10-27,112
2016-10-28,112
2016-10-29,109
2016-10-30,109
2016-10-31,114
2016-11-01,114
2016-11-02,119
2016-11-03,119
2016-11-04,119
2016-11-05,119
2016-11-06,121
2016-11-07,121
2016-11-08,120
2016-11-09,120
2016-11-10,122
2016-11-11,122
2016-11-12,127
2016-11-13,127
2016-11-14,125
2016-12-07,106
2016-12-08,112
2016-12-09,112
2016-12-10,116
2016-12-11,121
2016-12-12,121
2016-12-13,123
2016-12-14,125
2016-12-15,125
2016-12-16,127
2016-12-17,121
2016-12-18,121
2016-12-19,122
2016-12-20,122
2016-12-21,119
2016-12-22,119
2016-12-23,115
2016-12-24,115
2016-12-25,113
2016-12-26,113
2016-12-27,111
2016-12-28,111
2016-12-29,111
2016-12-30,111
2016-12-31,107
2017-01-01,107
2017-01-02,110
2017-01-03,110
2017-01-04,116
2017-01-05,116
2017-01-06,114
2017-01-07,109
2017-01-08,107
2017-01-09,106
2017-01-10,106
2017-01-11,106
2017-01-12,111
2017-01-13,111
2017-01-14,114
2017-01-15,114
2017-01-16,115
2017-01-17,112
2017-01-18,106
2017-01-19,106
2017-01-20,102
2017-01-21,99
2017-01-22,99
2017-01-27,97
2017-01-28,97
2017-01-29,94
2017-01-30,94
2017-01-31,94
2017-02-01,90
2017-02-02,90
2017-02-03,88
2017-02-04,85
2017-02-05,85
2017-02-06,81
2017-02-07,81
2017-02-08,83
2017-02-09,83
2017-02-10,85
2017-02-11,88
2017-02-12,88
2017-02-13,93
2017-02-14,98
2017-02-15,98
2017-02-16,101
2017-02-18,104
2017-02-19,110
2017-02-20,110
2017-02-21,109
2017-02-22,109
2017-02-23,110
2017-02-24,110
2017-02-25,110
2017-02-26,110
2017-02-27,106
2017-02-28,104
2017-03-01,104
2017-03-02,103
2017-03-03,103
2017-03-04,103
2017-03-05,103
2017-03-06,102
2017-03-07,102
2017-03-08,103
2017-03-09,103
2017-03-10,101
2017-03-11,96
2017-03-12,96
2017-03-13,93
2017-03-14,90
2017-03-15,87
2017-03-16,87
2017-03-17,86
2017-03-18,86
2017-03-19,87
2017-03-20,87
2017-03-21,89
2017-03-22,89
2017-03-23,94
2017-03-24,99
2017-03-25,99
2017-03-26,100
2017-03-27,99
2017-03-28,99
2017-03-29,103
2017-03-30,109
2017-03-31,113
2017-04-01,113
2017-04-02,114
2017-04-03,114
2017-04-04,118
2017-04-12,125
2017-04-13,123
2017-04-14,123
2017-04-15,124
2017-04-16,125
2017-04-17,123
2017-04-18,128
2017-04-19,126
2017-04-20,126
2017-04-21,127
2017-04-22,127
2017-04-23,129
2017-04-24,129
2017-04-25,131
2017-04-26,131
2017-04-27,128
2017-04-28,126
2017-04-29,122
2017-04-30,122
2017-05-01,121
2017-05-02,120
2017-05-03,120
2017-05-04,120
2017-05-05,121
2017-05-06,121
2017-05-07,119
2017-05-08,119
2017-05-09,119
2017-05-10,119
2017-05-11,119
2017-05-12,117
2017-05-13,119
2017-05-14,119
2017-05-15,120
2017-05-16,115
2017-05-17,115
2017-05-18,109
2017-05-19,109
2017-05-20,110
2017-05-21,110
2017-05-22,106
2017-05-23,106
2017-05-24,108
2017-05-25,108
2017-05-26,105
2017-05-27,103
2017-05-28,99
2017-05-29,96
2017-05-30,96
2017-05-31,99
2017-06-01,104
2017-06-02,107
2017-06-03,107
2017-06-06,105
2017-06-07,104
2017-06-08,104
2017-06-09,103
2017-06-10,104
2017-06-11,100
2017-06-12,100
2017-06-13,102
2017-06-14,103
2017-06-15,103
2017-06-16,102
2017-06-17,102
2017-06-18,98
2017-06-19,98
2017-06-20,100
2017-06-21,99
2017-06-22,99
2017-06-23,94
2017-06-24,94
2017-06-25,94
2017-06-26,94
2017-06-27,91
2017-06-28,91
2017-06-29,91
2017-06-30,93
2017-07-01,93
2017-07-02,97
2017-07-03,95
2017-07-04,92
2017-07-05,92
2017-07-06,89
2017-07-07,89
2017-07-08,90
2017-07-13,93
2017-07-14,92
2017-07-15,92
2017-07-16,91
2017-07-17,89
2017-07-18,89
2017-07-19,89
2017-07-20,91
2017-07-21,91
2017-07-22,87
2017-07-23,85
2017-07-24,85
2017-07-25,84
2017-07-26,83
2017-07-27,87
2017-07-28,87
2017-07-29,87
2017-07-30,86
2017-07-31,86
2017-08-01,87
2017-08-02,85
2017-08-03,85
2017-08-04,83
2017-08-05,81
2017-08-06,81
2017-08-09,78
2017-08-10,77
2017-08-11,77
2017-08-12,79
2017-08-13,79
2017-08-14,78
2017-08-15,78
2017-08-16,78
2017-08-17,77
2017-08-18,77
2017-08-19,75
2017-08-20,74
2017-08-21,74
2017-08-22,76
2017-08-23,76
2017-08-24,75
2017-08-25,75
2017-08-26,75
2017-08-27,72
2017-08-28,72
2017-08-29,74
2017-08-30,76
2017-08-31,76
2017-09-01,80
2017-09-02,80
2017-09-03,80
2017-09-04,81
2017-09-05,79
2017-09-06,79
2017-09-07,78
2017-09-08,78
2017-09-09,76
2017-09-10,73
2017-09-11,71
2017-09-12,71
2017-09-13,73
2017-09-14,72
2017-09-15,72
2017-09-16,74
2017-09-17,71
2017-09-19,68
2017-09-20,67
2017-09-21,67
2017-09-22,66
2017-09-23,66
2017-09-24,66
2017-09-25,64
2017-09-26,65
2017-09-27,65
2017-09-28,65
2017-09-29,67
2017-09-30,67
2017-10-01,67
2017-10-02,68
2017-10-03,68
2017-10-04,67
2017-10-05,69
2017-10-06,69
2017-10-07,67
2017-10-08,67
2017-10-09,68
2017-10-10,68
2017-10-11,68
2017-10-12,67
2017-10-13,67
2017-10-14,67
2017-10-15,67
2017-10-16,69
2017-10-17,69
2017-10-18,66
2017-10-19,62
2017-10-20,62
2017-10-21,58
2017-10-22,55
2017-10-23,53
2017-10-24,53
2017-10-25,50
2017-10-26,50
2017-10-27,51
2017-10-28,51
2017-10-29,52
2017-10-30,54
2017-10-31,54
2017-11-02,51
2017-11-03,51
2017-11-04,51
2017-11-05,51
2017-11-06,50
2017-11-07,50
2017-11-08,50
2017-11-09,49
2017-11-10,49
2017-11-11,49
2017-11-12,47
2017-11-13,47
2017-11-14,45
2017-11-15,45
2017-11-16,45
2017-11-17,45
2017-11-18,47
2017-11-19,49
2017-11-20,49
2017-11-21,50
2017-11-22,50
2017-11-23,50
2017-11-24,50
2017-11-25,48
2017-11-26,48
2017-11-27,48
2017-11-28,49
2017-11-29,49
2017-11-30,49
2017-12-01,49
2017-12-02,49
2017-12-03,48
2017-12-04,48
2017-12-05,46
2017-12-06,48
2017-12-07,51
2017-12-08,51
2017-12-09,52
2017-12-10,51
2017-12-11,51
2017-12-12,52
2017-12-14,53
2017-12-15,52
2017-12-17,53
2017-12-18,54
2017-12-19,54
2017-12-20,54
2017-12-21,54
2017-12-22,56
2017-12-23,54
2017-12-24,54
2017-12-25,57
2017-12-26,60
2017-12-27,60
2017-12-28,60
2017-12-29,62
2017-12-30,61
2017-12-31,61
2018-01-01,61
2018-01-02,63
2018-01-03,60
2018-01-04,60
2018-01-05,59
2018-01-06,56
2018-01-07,54
2018-01-08,53
2018-01-09,55
2018-01-10,55
2018-01-11,58
2018-01-12,60
2018-01-13,63
2018-01-14,67
2018-01-15,70
2018-01-16,72
2018-01-17,73
2018-01-18,73
2018-01-19,73
2018-01-20,71
2018-01-21,71
2018-01-22,69
2018-01-23,71
2018-01-25,78
2018-01-26,82
2018-01-27,83
2018-01-28,78
2018-01-29,74
2018-01-31,66
2018-02-01,65
2018-02-02,62
2018-02-03,63
2018-02-04,60
2018-02-05,60
2018-02-06,60
2018-02-07,62
2018-02-08,60
2018-02-09,58
2018-02-10,55
2018-02-11,56
2018-02-12,56
2018-02-13,59
2018-02-14,61
2018-02-15,61
2018-02-16,65
2018-02-17,69
2018-02-18,73
2018-02-19,77
2018-02-20,81
2018-02-21,86
2018-02-22,91
2018-02-23,96
2018-02-24,101
2018-02-25,104
2018-02-26,105
2018-02-27,111
2018-03-01,123
2018-03-02,130
2018-03-03,125
2018-03-04,118
2018-03-05,116
2018-03-06,120
2018-03-07,125
2018-03-08,132
2018-03-09,135
2018-03-10,131
2018-03-11,130
2018-03-12,126
2018-03-13,121
2018-03-14,115
2018-03-15,110
2018-03-16,104
2018-03-17,99
2018-03-18,94
2018-03-19,92
2018-03-20,93
2018-03-21,96
2018-03-23,97
2018-03-24,96
2018-03-26,100
2018-03-27,96
2018-03-28,92
2018-03-29,88
2018-03-30,87
2018-03-31,84
2018-04-01,89
2018-04-02,93
2018-04-03,98
2018-04-04,103
2018-04-05,108
2018-04-06,111
2018-04-07,112
2018-04-08,111
2018-04-09,111
2018-04-10,110
2018-04-11,115
2018-04-12,112
2018-04-13,112
2018-04-14,118
2018-04-15,124
2018-04-16,130
2018-04-17,133
2018-04-18,136
2018-04-19,137
2018-04-20,142
2018-04-21,147
2018-04-22,147
2018-04-23,153
2018-04-24,159
2018-04-25,167
2018-04-26,176
2018-04-27,177
2018-04-28,185
2018-04-29,182
2018-04-30,177
2018-05-01,172
2018-05-04,155
2018-05-05,148
2018-05-06,152
2018-05-07,148
2018-05-08,140
2018-05-09,136
2018-05-10,134
2018-05-11,136
2018-05-12,136
2018-05-13,132
2018-05-14,132
2018-05-15,133
2018-05-16,133
2018-05-17,133
2018-05-18,132
2018-05-19,131
2018-05-20,134
2018-05-21,132
2018-05-22,131
2018-05-23,132
2018-05-24,129
2018-05-25,124
2018-05-26,118
2018-05-27,113
2018-05-28,108
2018-05-29,103
2018-05-30,99
2018-05-31,102
2018-06-01,101
2018-06-02,95
2018-06-03,90
2018-06-04,85
2018-06-05,81
2018-06-06,82
2018-06-07,77
2018-06-08,75
2018-06-09,75
2018-06-10,73
2018-06-11,71
2018-06-12,70
2018-06-13,70
2018-06-14,71
2018-06-15,70
2018-06-16,67
2018-06-17,65
2018-06-18,65
2018-06-19,65
2018-06-20,65
2018-06-21,69
2018-06-22,69
2018-06-23,72
2018-06-24,72
2018-06-25,70
2018-06-26,67
2018-06-27,65
2018-06-28,64
2018-06-29,64
2018-06-30,68
2018-07-01,70
2018-07-02,73
2018-07-03,76
2018-07-04,80
2018-07-05,84
2018-07-06,82
2018-07-07,83
2018-07-08,84
2018-07-09,85
2018-07-10,86
2018-07-11,84
2018-07-12,87
2018-07-13,85
2018-07-14,82
2018-07-15,79
2018-07-16,78
2018-07-17,76
2018-07-18,75
2018-07-19,78
2018-07-20,82
2018-07-21,82
2018-07-22,80
2018-07-23,80
2018-07-24,78
2018-07-25,75
2018-07-26,75
2018-07-27,72
2018-07-28,69
2018-07-29,66
2018-07-30,67
2018-07-31,71
2018-08-01,73
2018-08-02,75
2018-08-03,77
2018-08-04,75
2018-08-05,74
2018-08-06,75
2018-08-07,79
2018-08-08,83
2018-08-09,87
2018-08-10,84
2018-08-11,87
2018-08-12,90
2018-08-14,92
2018-08-16,97
2018-08-17,102
2018-08-18,105
2018-08-19,106
2018-08-20,104
2018-08-21,106
2018-08-22,109
2018-08-23,113
2018-08-24,119
2018-08-25,121
2018-08-26,126
2018-08-27,125
2018-08-28,124
2018-08-29,125
2018-08-30,118
2018-08-31,117
2018-09-01,115
2018-09-02,111
2018-09-03,111
2018-09-04,111
2018-09-05,115
2018-09-06,117
2018-09-07,113
2018-09-08,117
2018-09-09,116
2018-09-10,117
2018-09-11,118
2018-09-12,121
2018-09-13,119
2018-09-14,113
2018-09-15,110
2018-09-16,107
2018-09-17,106
2018-09-18,102
2018-09-19,102
2018-09-20,99
2018-09-21,98
2018-09-22,99
2018-09-23,99
2018-09-24,100
2018-09-25,105
2018-09-26,104
2018-09-27,101
2018-09-28,102
2018-09-29,106
2018-09-30,105
2018-10-02,104
2018-10-03,101
2018-10-04,96
2018-10-05,96
2018-10-06,97
2018-10-07,97
2018-10-08,100
2018-10-09,95
2018-10-10,96
2018-10-11,98
2018-10-12,95
2018-10-13,95
2018-10-14,94
2018-10-15,91
2018-10-16,86
2018-10-17,82
2018-10-18,82
2018-10-19,83
2018-10-20,84
2018-10-21,84
2018-10-22,83
2018-10-23,84
2018-10-24,87
2018-10-25,90
2018-10-26,91
2018-10-27,93
2018-10-28,93
2018-10-29,94
2018-10-30,95
2018-10-31,97
2018-11-01,99
2018-11-03,101
2018-11-04,100
2018-11-05,97
2018-11-06,98
2018-11-07,99
2018-11-08,96
2018-11-09,95
2018-11-10,100
2018-11-11,103
2018-11-12,100
2018-11-13,100
2018-11-14,105
2018-11-15,105
2018-11-16,106
2018-11-17,108
2018-11-18,107
2018-11-19,106
2018-11-20,105
2018-11-21,103
2018-11-22,102
2018-11-23,101
2018-11-24,102
2018-11-25,105
2018-11-26,104
2018-11-27,104
2018-11-28,101
2018-11-29,99
2018-12-01,94
2018-12-02,94
2018-12-03,97
2018-12-04,99
2018-12-05,100
2018-12-07,101
2018-12-09,99
2018-12-10,99
2018-12-11,103
2018-12-12,104
2018-12-13,98
2018-12-14,97
2018-12-15,93
2018-12-16,93
2018-12-17,94
2018-12-18,92
2018-12-19,95
2018-12-20,95
2018-12-21,95
2018-12-22,93
2018-12-23,92
2018-12-24,92
2018-12-25,94
2018-12-26,93
2018-12-27,94
2018-12-28,95
2018-12-29,94
2018-12-30,94
2018-12-31,96
2019-01-01,95
2019-01-02,96
2019-01-03,97
2019-01-04,94
2019-01-05,93
2019-01-06,95
2019-01-08,102
2019-01-10,100
2019-01-11,101
2019-01-12,99
2019-01-13,96
2019-01-14,98
2019-01-15,96
2019-01-16,101
2019-01-17,107
2019-01-18,105
2019-01-19,101
2019-01-20,96
2019-01-21,97
2019-01-22,92
2019-01-23,90
2019-01-24,93
2019-01-25,95
2019-01-26,97
2019-01-27,99
2019-01-28,102
2019-01-29,105
2019-01-30,102
2019-01-31,99
2019-02-01,99
2019-02-02,99
2019-02-03,99
2019-02-04,104
2019-02-05,101
2019-02-06,102
2019-02-07,101
2019-02-08,100
2019-02-09,98
2019-02-10,93
2019-02-11,93
2019-02-12,97
2019-02-13,98
2019-02-14,96
2019-02-15,94
2019-02-16,95
2019-02-17,98
2019-02-18,97
2019-02-19,97
2019-02-20,95
2019-02-21,95
2019-02-22,95
2019-02-23,91
2019-02-24,90
2019-02-25,88
2019-02-26,88
2019-02-27,83
2019-02-28,79
2019-03-01,78
2019-03-02,78
2019-03-03,76
2019-03-04,78
2019-03-05,77
2019-03-06,79
2019-03-07,77
2019-03-08,80
2019-03-09,82
2019-03-10,83
2019-03-11,85
2019-03-12,88
2019-03-13,89
2019-03-14,89
2019-03-15,91
2019-03-16,91
2019-03-17,93
2019-03-18,92
2019-03-19,93
2019-03-20,93
2019-03-21,92
2019-03-22,91
2019-03-23,93
2019-03-24,98
2019-03-25,103
2019-03-26,108
2019-03-27,104
2019-03-28,107
2019-03-29,102
2019-03-30,96
2019-03-31,93
2019-04-01,89
2019-04-02,86
2019-04-03,87
2019-04-04,89
2019-04-05,87
2019-04-06,89
2019-04-07,87
2019-04-08,84
2019-04-09,84
2019-04-10,85
2019-04-11,85
2019-04-12,83
2019-04-13,83
2019-04-14,84
2019-04-15,81
2019-04-16,81
2019-04-17,79
2019-04-18,76
2019-04-19,74
2019-04-20,70
2019-04-21,67
2019-04-22,64
2019-04-23,62
2019-04-24,61
2019-04-25,58
2019-04-26,56
2019-04-27,54
2019-04-28,57
2019-04-29,57
2019-04-30,55
2019-05-01,53
2019-05-02,50
2019-05-03,50
2019-05-04,52
2019-05-05,55
2019-05-06,54
2019-05-07,55
2019-05-08,55
2019-05-09,54
2019-05-10,54
2019-05-11,56
2019-05-12,55
2019-05-13,54
2019-05-14,54
2019-05-15,57
2019-05-16,60
2019-05-17,62
2019-05-18,62
2019-05-19,64
2019-05-20,62
2019-05-21,62
2019-05-22,65
2019-05-23,67
2019-05-24,69
2019-05-25,67
2019-05-26,69
2019-05-27,69
2019-05-28,67
2019-05-29,64
2019-05-30,60
2019-05-31,57
2019-06-01,54
2019-06-02,51
2019-06-03,48
2019-06-04,47
2019-06-05,44
2019-06-06,45
2019-06-07,43
2019-06-08,46
2019-06-09,48
2019-06-10,48
2019-06-11,49
2019-06-12,51
2019-06-13,51
2019-06-14,53
2019-06-15,54
2019-06-16,53
2019-06-17,51
2019-06-18,49
2019-06-19,51
2019-06-20,49
2019-06-21,47
2019-06-22,45
2019-06-23,46
2019-06-24,48
2019-06-25,48
2019-06-26,49
2019-06-27,48
2019-06-28,48
2019-06-29,47
2019-06-30,46
2019-07-01,45
2019-07-02,44
2019-07-03,44
2019-07-04,47
2019-07-05,49
2019-07-06,51
2019-07-07,53
2019-07-08,55
2019-07-09,57
2019-07-10,58
2019-07-11,57
2019-07-12,54
2019-07-13,57
2019-07-14,58
2019-07-15,61
2019-07-16,61
2019-07-17,64
2019-07-18,68
2019-07-19,65
2019-07-20,62
2019-07-21,60
2019-07-22,60
2019-07-23,59
2019-07-24,58
2019-07-25,58
2019-07-26,61
2019-07-27,61
2019-07-28,62
2019-07-29,66
2019-07-30,65
2019-07-31,64
2019-08-01,66
2019-08-02,66
2019-08-03,67
2019-08-04,65
2019-08-05,66
2019-08-06,70
2019-08-07,70
2019-08-08,70
2019-08-09,67
2019-08-10,65
2019-08-11,61
2019-08-12,59
2019-08-13,61
2019-08-14,63
2019-08-15,64
2019-08-16,62
2019-08-17,66
2019-08-18,68
2019-08-19,70
2019-08-20,69
2019-08-21,68
2019-08-22,67
2019-08-23,67
2019-08-24,65
2019-08-24,65
2019-08-25,67
2019-08-25,67
2019-08-26,66
2019-08-26,66
2019-08-27,66
2019-08-27,66
2019-08-28,67
2019-08-29,68
2019-08-30,68
2019-08-31,72
2019-09-01,72
2019-09-02,70
2019-09-03,68
2019-09-04,69
2019-09-05,70
2019-09-06,69
