date_obj,Bronze%20warhammer price
2015-11-04,168
2015-11-05,168
2015-11-06,168
2015-11-07,160
2015-11-08,160
2015-11-09,160
2015-11-10,160
2015-11-11,153
2015-11-12,153
2015-11-13,153
2015-11-14,146
2015-11-15,146
2015-11-16,146
2015-11-17,139
2015-11-18,139
2015-11-19,133
2015-11-20,133
2015-11-21,133
2015-11-22,127
2015-11-23,127
2015-11-24,127
2015-11-25,121
2015-11-26,121
2015-11-27,121
2015-11-28,115
2015-11-29,115
2015-11-30,110
2015-12-01,110
2015-12-02,110
2015-12-03,105
2015-12-04,105
2015-12-05,105
2015-12-06,100
2015-12-07,100
2015-12-08,100
2015-12-09,96
2015-12-10,96
2015-12-11,96
2015-12-12,92
2015-12-13,92
2015-12-14,92
2015-12-15,88
2015-12-16,88
2015-12-17,88
2015-12-18,84
2015-12-19,84
2015-12-20,84
2015-12-21,80
2015-12-22,80
2015-12-23,80
2015-12-24,76
2015-12-25,76
2015-12-26,76
2015-12-27,73
2015-12-28,73
2015-12-29,73
2015-12-30,70
2015-12-31,70
2016-01-01,70
2016-01-02,70
2016-01-03,66
2016-01-04,66
2016-01-05,66
2016-01-06,63
2016-01-07,63
2016-01-08,63
2016-01-09,63
2016-01-10,59
2016-01-11,59
2016-01-12,59
2016-01-13,59
2016-01-14,56
2016-01-15,56
2016-01-16,56
2016-01-17,53
2016-01-18,53
2016-01-19,53
2016-01-20,50
2016-01-21,50
2016-01-22,50
2016-01-23,47
2016-01-24,47
2016-01-25,47
2016-01-26,44
2016-01-27,44
2016-01-28,44
2016-01-29,41
2016-01-30,41
2016-01-31,41
2016-02-01,38
2016-02-02,38
2016-02-03,38
2016-02-04,36
2016-02-05,36
2016-02-06,36
2016-02-07,34
2016-02-08,34
2016-02-09,34
2016-02-10,32
2016-02-11,32
2016-02-12,32
2016-02-13,30
2016-02-14,30
2016-02-15,30
2016-02-16,28
2016-02-17,28
2016-02-18,28
2016-02-19,26
2016-02-20,26
2016-02-21,24
2016-02-22,24
2016-02-23,24
2016-02-24,24
2016-02-25,22
2016-02-26,22
2016-02-27,22
2016-02-28,22
2016-02-29,20
2016-03-01,20
2016-03-02,20
2016-03-03,20
2016-03-04,19
2016-03-05,19
2016-03-06,19
2016-03-07,18
2016-03-08,18
2016-03-09,18
2016-03-10,18
2016-03-11,18
2016-03-12,18
2016-03-13,18
2016-03-14,18
2016-03-15,18
2016-03-16,18
2016-03-17,18
2016-03-18,18
2016-03-19,19
2016-03-20,19
2016-03-21,19
2016-03-22,19
2016-03-23,19
2016-03-24,19
2016-03-25,19
2016-03-26,19
2016-03-27,19
2016-03-28,19
2016-03-29,19
2016-03-30,19
2016-03-31,18
2016-04-01,18
2016-04-02,18
2016-04-03,18
2016-04-04,18
2016-04-05,18
2016-04-06,18
2016-04-07,18
2016-04-08,18
2016-04-09,18
2016-04-10,18
2016-04-11,18
2016-04-12,17
2016-04-13,17
2016-04-14,17
2016-04-15,17
2016-04-16,17
2016-04-17,17
2016-04-18,17
2016-04-19,17
2016-04-20,17
2016-04-21,17
2016-04-22,17
2016-04-23,17
2016-04-24,17
2016-04-25,16
2016-04-26,16
2016-04-27,16
2016-04-28,15
2016-04-29,15
2016-04-30,15
2016-05-01,15
2016-05-02,14
2016-05-03,14
2016-05-04,14
2016-05-05,14
2016-05-06,13
2016-05-07,13
2016-05-08,13
2016-05-09,13
2016-05-10,12
2016-05-11,12
2016-05-12,12
2016-05-13,11
2016-05-14,11
2016-05-15,11
2016-05-16,10
2016-05-17,10
2016-05-18,10
2016-05-19,10
2016-05-22,11
2016-05-23,11
2016-05-24,11
2016-05-25,11
2016-05-26,11
2016-05-27,11
2016-05-28,12
2016-05-29,12
2016-05-30,12
2016-05-31,13
2016-06-01,13
2016-06-02,13
2016-06-03,13
2016-06-04,14
2016-06-05,14
2016-06-06,14
2016-06-07,14
2016-06-08,15
2016-06-09,15
2016-06-10,15
2016-06-11,15
2016-06-12,15
2016-06-13,15
2016-06-14,15
2016-06-15,15
2016-06-16,15
2016-06-17,15
2016-06-18,15
2016-06-19,14
2016-06-20,14
2016-06-21,14
2016-06-22,14
2016-06-23,15
2016-06-24,15
2016-06-25,15
2016-06-26,15
2016-06-27,15
2016-06-28,15
2016-06-29,15
2016-06-30,15
2016-07-01,15
2016-07-02,15
2016-07-03,15
2016-07-04,15
2016-07-05,16
2016-07-06,16
2016-07-07,16
2016-07-08,16
2016-07-09,16
2016-07-10,16
2016-07-11,16
2016-07-12,16
2016-07-13,16
2016-07-14,16
2016-07-15,16
2016-07-16,16
2016-07-17,16
2016-07-18,16
2016-07-23,16
2016-07-24,16
2016-07-25,17
2016-07-26,17
2016-07-27,17
2016-07-28,17
2016-07-29,17
2016-07-30,17
2016-07-31,17
2016-08-01,17
2016-08-02,17
2016-08-03,17
2016-08-04,18
2016-08-05,18
2016-08-06,18
2016-08-07,18
2016-08-08,18
2016-08-09,19
2016-08-10,19
2016-08-11,19
2016-08-12,19
2016-08-13,19
2016-08-14,19
2016-08-15,19
2016-08-16,19
2016-08-17,19
2016-08-18,19
2016-08-19,19
2016-08-20,18
2016-08-21,18
2016-08-22,18
2016-08-23,18
2016-08-24,18
2016-08-25,18
2016-08-26,18
2016-08-28,18
2016-08-31,18
2016-09-01,18
2016-09-02,18
2016-09-03,18
2016-09-04,18
2016-09-05,18
2016-09-06,17
2016-09-07,17
2016-09-08,17
2016-09-09,17
2016-09-10,17
2016-09-11,17
2016-09-12,17
2016-09-13,18
2016-09-14,18
2016-09-15,18
2016-09-16,18
2016-09-17,18
2016-09-18,18
2016-09-19,18
2016-09-20,18
2016-09-21,18
2016-09-22,18
2016-09-23,18
2016-09-24,18
2016-09-25,17
2016-09-26,17
2016-09-27,17
2016-09-28,17
2016-09-29,17
2016-09-30,17
2016-10-01,16
2016-10-02,16
2016-10-03,16
2016-10-04,16
2016-10-05,16
2016-10-06,16
2016-10-07,16
2016-10-08,16
2016-10-09,16
2016-10-10,16
2016-10-11,16
2016-10-12,16
2016-10-13,16
2016-10-14,16
2016-10-15,16
2016-10-16,16
2016-10-17,16
2016-10-18,16
2016-10-19,17
2016-10-20,17
2016-10-21,17
2016-10-22,17
2016-10-23,17
2016-10-24,18
2016-10-25,18
2016-10-26,18
2016-10-27,18
2016-10-28,18
2016-10-29,18
2016-10-30,19
2016-10-31,19
2016-11-01,19
2016-11-02,19
2016-11-03,19
2016-11-04,19
2016-11-05,19
2016-11-06,19
2016-11-07,19
2016-11-08,19
2016-11-09,18
2016-11-10,18
2016-11-11,18
2016-11-12,18
2016-11-13,18
2016-11-14,19
2016-11-15,19
2016-12-07,15
2016-12-08,15
2016-12-09,15
2016-12-10,15
2016-12-11,14
2016-12-12,14
2016-12-13,14
2016-12-14,14
2016-12-15,13
2016-12-16,13
2016-12-17,13
2016-12-18,13
2016-12-19,13
2016-12-20,13
2016-12-21,13
2016-12-22,13
2016-12-23,13
2016-12-24,13
2016-12-25,13
2016-12-26,13
2016-12-27,13
2016-12-28,12
2016-12-29,12
2016-12-30,12
2016-12-31,12
2017-01-01,12
2017-01-02,12
2017-01-03,12
2017-01-04,12
2017-01-05,12
2017-01-06,12
2017-01-07,12
2017-01-08,12
2017-01-09,12
2017-01-10,12
2017-01-11,12
2017-01-12,12
2017-01-13,12
2017-01-14,12
2017-01-15,12
2017-01-16,12
2017-01-17,12
2017-01-18,12
2017-01-19,13
2017-01-20,13
2017-01-21,13
2017-01-22,13
2017-01-23,14
2017-01-27,13
2017-01-28,13
2017-01-29,13
2017-01-30,13
2017-01-31,12
2017-02-01,12
2017-02-02,12
2017-02-03,12
2017-02-04,11
2017-02-05,11
2017-02-06,11
2017-02-07,11
2017-02-08,11
2017-02-09,11
2017-02-10,11
2017-02-11,11
2017-02-12,11
2017-02-13,11
2017-02-14,11
2017-02-15,11
2017-02-16,10
2017-02-18,10
2017-02-19,10
2017-02-20,9
2017-02-21,9
2017-02-22,9
2017-02-23,9
2017-02-24,9
2017-02-25,8
2017-02-26,8
2017-02-27,8
2017-02-28,8
2017-03-01,7
2017-03-02,7
2017-03-03,7
2017-03-04,7
2017-03-05,8
2017-03-06,8
2017-03-07,8
2017-03-08,8
2017-03-09,8
2017-03-10,9
2017-03-11,9
2017-03-12,9
2017-03-13,9
2017-03-14,9
2017-03-15,9
2017-03-16,9
2017-03-17,9
2017-03-18,9
2017-03-19,9
2017-03-20,9
2017-03-21,9
2017-03-22,9
2017-03-23,8
2017-03-24,8
2017-03-25,8
2017-03-26,8
2017-03-27,7
2017-03-28,7
2017-03-29,7
2017-03-30,7
2017-03-31,6
2017-04-01,6
2017-04-02,6
2017-04-03,6
2017-04-04,6
2017-04-12,7
2017-04-13,7
2017-04-14,8
2017-04-15,8
2017-04-16,8
2017-04-17,8
2017-04-18,8
2017-04-19,8
2017-04-20,8
2017-04-21,8
2017-04-22,7
2017-04-23,7
2017-04-24,7
2017-04-25,6
2017-04-26,6
2017-04-27,6
2017-04-28,6
2017-04-29,5
2017-04-30,5
2017-05-01,5
2017-05-02,5
2017-05-03,4
2017-05-04,4
2017-05-05,4
2017-05-06,4
2017-05-07,4
2017-05-08,4
2017-05-09,4
2017-05-10,4
2017-05-11,5
2017-05-12,5
2017-05-13,5
2017-05-14,5
2017-05-15,5
2017-05-16,6
2017-05-17,6
2017-05-18,6
2017-05-19,6
2017-05-20,5
2017-05-21,5
2017-05-22,5
2017-05-23,5
2017-05-24,5
2017-05-25,5
2017-05-26,5
2017-05-27,5
2017-05-28,5
2017-05-29,6
2017-05-30,6
2017-05-31,6
2017-06-01,6
2017-06-02,5
2017-06-03,5
2017-06-04,5
2017-06-05,5
2017-06-06,4
2017-06-07,4
2017-06-08,4
2017-06-09,4
2017-06-10,5
2017-06-11,5
2017-06-12,5
2017-06-13,5
2017-06-14,6
2017-06-15,6
2017-06-16,6
2017-06-17,6
2017-06-18,7
2017-06-19,7
2017-06-20,7
2017-06-21,7
2017-06-22,6
2017-06-23,6
2017-06-24,6
2017-06-25,6
2017-06-26,6
2017-06-27,6
2017-06-28,6
2017-06-29,6
2017-06-30,6
2017-07-01,6
2017-07-02,6
2017-07-03,6
2017-07-04,6
2017-07-05,6
2017-07-06,6
2017-07-07,6
2017-07-08,7
2017-07-13,7
2017-07-14,7
2017-07-15,7
2017-07-16,7
2017-07-17,8
2017-07-18,8
2017-07-19,8
2017-07-20,8
2017-07-21,8
2017-07-22,8
2017-07-23,8
2017-07-24,8
2017-07-25,7
2017-07-26,7
2017-07-27,7
2017-07-28,7
2017-07-29,7
2017-07-30,7
2017-07-31,7
2017-08-01,7
2017-08-02,7
2017-08-03,7
2017-08-04,7
2017-08-05,7
2017-08-06,7
2017-08-09,7
2017-08-10,8
2017-08-11,8
2017-08-12,8
2017-08-13,8
2017-08-14,9
2017-08-15,9
2017-08-16,9
2017-08-17,10
2017-08-18,10
2017-08-19,10
2017-08-20,10
2017-08-21,10
2017-08-22,10
2017-08-23,10
2017-08-24,10
2017-08-25,11
2017-08-26,11
2017-08-27,11
2017-08-28,11
2017-08-29,11
2017-08-30,11
2017-08-31,11
2017-09-01,10
2017-09-02,10
2017-09-03,10
2017-09-04,10
2017-09-05,11
2017-09-06,11
2017-09-07,11
2017-09-08,11
2017-09-09,11
2017-09-10,11
2017-09-11,11
2017-09-12,11
2017-09-13,12
2017-09-14,12
2017-09-15,12
2017-09-16,12
2017-09-17,13
2017-09-18,13
2017-09-19,13
2017-09-20,13
2017-09-21,14
2017-09-22,14
2017-09-23,14
2017-09-24,14
2017-09-25,15
2017-09-26,15
2017-09-27,15
2017-09-28,15
2017-09-29,16
2017-09-30,16
2017-10-01,16
2017-10-02,16
2017-10-03,17
2017-10-04,17
2017-10-05,17
2017-10-06,17
2017-10-07,17
2017-10-08,17
2017-10-09,17
2017-10-10,17
2017-10-11,17
2017-10-12,18
2017-10-13,18
2017-10-14,18
2017-10-15,18
2017-10-16,19
2017-10-17,19
2017-10-18,19
2017-10-19,19
2017-10-20,19
2017-10-21,19
2017-10-22,19
2017-10-23,19
2017-10-24,19
2017-10-25,19
2017-10-26,19
2017-10-27,19
2017-10-28,19
2017-10-29,19
2017-10-30,19
2017-10-31,19
2017-11-01,19
2017-11-02,19
2017-11-03,19
2017-11-04,19
2017-11-05,19
2017-11-06,19
2017-11-07,19
2017-11-08,19
2017-11-09,18
2017-11-10,18
2017-11-11,18
2017-11-12,18
2017-11-13,17
2017-11-14,17
2017-11-15,17
2017-11-16,17
2017-11-17,16
2017-11-18,16
2017-11-19,16
2017-11-20,15
2017-11-21,15
2017-11-22,15
2017-11-23,14
2017-11-24,14
2017-11-25,14
2017-11-26,13
2017-11-27,13
2017-11-28,13
2017-11-29,13
2017-11-30,13
2017-12-01,13
2017-12-02,13
2017-12-03,13
2017-12-04,13
2017-12-05,13
2017-12-06,13
2017-12-07,13
2017-12-08,13
2017-12-09,13
2017-12-10,13
2017-12-11,12
2017-12-12,12
2017-12-13,12
2017-12-14,12
2017-12-15,11
2017-12-16,11
2017-12-17,11
2017-12-18,11
2017-12-19,11
2017-12-20,11
2017-12-21,11
2017-12-22,12
2017-12-23,12
2017-12-24,12
2017-12-25,12
2017-12-26,12
2017-12-27,13
2017-12-28,13
2017-12-29,13
2017-12-30,13
2017-12-31,14
2018-01-01,14
2018-01-02,14
2018-01-03,15
2018-01-04,15
2018-01-05,15
2018-01-06,14
2018-01-07,14
2018-01-08,14
2018-01-09,13
2018-01-10,13
2018-01-11,13
2018-01-12,13
2018-01-13,12
2018-01-14,12
2018-01-15,12
2018-01-16,11
2018-01-17,11
2018-01-18,11
2018-01-19,11
2018-01-20,11
2018-01-21,11
2018-01-22,10
2018-01-23,10
2018-01-24,9
2018-01-25,9
2018-01-26,8
2018-01-27,8
2018-01-28,7
2018-01-29,7
2018-01-30,7
2018-01-31,7
2018-02-01,7
2018-02-02,6
2018-02-03,6
2018-02-04,7
2018-02-05,7
2018-02-06,6
2018-02-07,6
2018-02-08,5
2018-02-09,6
2018-02-10,6
2018-02-11,6
2018-02-12,6
2018-02-13,6
2018-02-14,6
2018-02-15,7
2018-02-16,7
2018-02-17,8
2018-02-18,8
2018-02-19,9
2018-02-20,9
2018-02-21,9
2018-02-22,9
2018-02-23,9
2018-02-24,9
2018-02-25,9
2018-02-26,9
2018-02-27,9
2018-02-28,9
2018-03-01,9
2018-03-02,9
2018-03-03,9
2018-03-04,9
2018-03-05,9
2018-03-06,10
2018-03-07,10
2018-03-08,11
2018-03-09,11
2018-03-10,12
2018-03-11,12
2018-03-12,11
2018-03-13,11
2018-03-14,10
2018-03-15,10
2018-03-16,9
2018-03-17,9
2018-03-18,8
2018-03-19,8
2018-03-20,9
2018-03-21,9
2018-03-23,9
2018-03-24,9
2018-03-25,9
2018-03-26,9
2018-03-27,9
2018-03-28,10
2018-03-29,10
2018-03-30,11
2018-03-31,11
2018-04-01,11
2018-04-02,12
2018-04-03,12
2018-04-04,13
2018-04-05,13
2018-04-06,13
2018-04-07,14
2018-04-08,14
2018-04-09,14
2018-04-10,15
2018-04-11,15
2018-04-12,14
2018-04-13,14
2018-04-14,14
2018-04-15,14
2018-04-16,14
2018-04-17,14
2018-04-18,15
2018-04-19,15
2018-04-20,15
2018-04-21,15
2018-04-22,15
2018-04-23,15
2018-04-24,16
2018-04-25,16
2018-04-26,16
2018-04-27,17
2018-04-28,17
2018-04-29,17
2018-04-30,17
2018-05-01,17
2018-05-02,17
2018-05-03,17
2018-05-04,17
2018-05-05,18
2018-05-06,18
2018-05-07,18
2018-05-08,19
2018-05-09,19
2018-05-10,19
2018-05-11,19
2018-05-12,18
2018-05-13,18
2018-05-14,17
2018-05-15,17
2018-05-16,17
2018-05-17,17
2018-05-18,16
2018-05-19,16
2018-05-20,15
2018-05-21,15
2018-05-22,15
2018-05-23,15
2018-05-24,16
2018-05-25,16
2018-05-26,16
2018-05-27,16
2018-05-28,16
2018-05-29,16
2018-05-30,16
2018-05-31,16
2018-06-01,16
2018-06-02,16
2018-06-03,16
2018-06-04,16
2018-06-05,16
2018-06-06,16
2018-06-07,16
2018-06-08,16
2018-06-09,16
2018-06-10,16
2018-06-11,15
2018-06-12,15
2018-06-13,15
2018-06-14,15
2018-06-15,15
2018-06-16,15
2018-06-17,15
2018-06-18,15
2018-06-19,15
2018-06-20,15
2018-06-21,16
2018-06-22,16
2018-06-23,16
2018-06-24,17
2018-06-25,17
2018-06-26,17
2018-06-27,17
2018-06-28,17
2018-06-29,17
2018-06-30,17
2018-07-01,17
2018-07-02,17
2018-07-03,16
2018-07-04,16
2018-07-05,16
2018-07-06,15
2018-07-07,15
2018-07-08,14
2018-07-09,14
2018-07-10,13
2018-07-11,13
2018-07-12,13
2018-07-13,12
2018-07-14,12
2018-07-15,11
2018-07-16,11
2018-07-17,10
2018-07-18,10
2018-07-19,10
2018-07-20,9
2018-07-21,9
2018-07-22,8
2018-07-23,7
2018-07-24,7
2018-07-25,7
2018-07-26,7
2018-07-27,7
2018-07-28,7
2018-07-29,8
2018-07-30,8
2018-07-31,8
2018-08-01,8
2018-08-02,9
2018-08-03,9
2018-08-04,9
2018-08-05,9
2018-08-06,10
2018-08-07,10
2018-08-08,11
2018-08-09,11
2018-08-10,11
2018-08-11,11
2018-08-12,11
2018-08-14,11
2018-08-16,11
2018-08-17,11
2018-08-18,11
2018-08-19,11
2018-08-20,11
2018-08-21,11
2018-08-22,11
2018-08-23,11
2018-08-24,11
2018-08-25,11
2018-08-26,11
2018-08-27,11
2018-08-28,11
2018-08-29,11
2018-08-30,11
2018-08-31,10
2018-09-01,10
2018-09-02,10
2018-09-03,10
2018-09-04,10
2018-09-05,9
2018-09-06,9
2018-09-07,9
2018-09-08,10
2018-09-09,10
2018-09-10,10
2018-09-11,10
2018-09-12,10
2018-09-13,10
2018-09-14,10
2018-09-15,10
2018-09-16,10
2018-09-17,10
2018-09-18,10
2018-09-19,10
2018-09-20,10
2018-09-21,10
2018-09-22,9
2018-09-23,8
2018-09-24,7
2018-09-25,7
2018-09-26,7
2018-09-27,7
2018-09-28,6
2018-09-29,6
2018-09-30,5
2018-10-01,5
2018-10-02,5
2018-10-03,5
2018-10-04,5
2018-10-05,5
2018-10-06,5
2018-10-07,5
2018-10-08,5
2018-10-09,5
2018-10-10,5
2018-10-11,5
2018-10-12,5
2018-10-13,5
2018-10-14,5
2018-10-15,5
2018-10-16,5
2018-10-17,6
2018-10-18,6
2018-10-19,7
2018-10-20,7
2018-10-21,8
2018-10-22,8
2018-10-23,9
2018-10-24,9
2018-10-25,10
2018-10-26,10
2018-10-27,11
2018-10-28,11
2018-10-29,11
2018-10-30,12
2018-10-31,12
2018-11-01,11
2018-11-03,10
2018-11-04,10
2018-11-05,10
2018-11-06,9
2018-11-07,8
2018-11-08,7
2018-11-09,6
2018-11-10,6
2018-11-11,5
2018-11-12,4
2018-11-13,4
2018-11-15,5
2018-11-16,5
2018-11-17,5
2018-11-18,5
2018-11-19,5
2018-11-20,5
2018-11-21,4
2018-11-22,4
2018-11-23,3
2018-11-24,3
2018-11-25,3
2018-11-26,3
2018-11-27,3
2018-11-28,3
2018-11-29,3
2018-12-01,3
2018-12-02,2
2018-12-03,2
2018-12-04,3
2018-12-05,3
2018-12-07,3
2018-12-09,4
2018-12-10,5
2018-12-11,5
2018-12-12,6
2018-12-13,7
2018-12-14,8
2018-12-15,9
2018-12-16,10
2018-12-17,11
2018-12-18,11
2018-12-19,11
2018-12-20,11
2018-12-21,11
2018-12-22,10
2018-12-23,10
2018-12-24,10
2018-12-25,9
2018-12-26,9
2018-12-27,10
2018-12-28,11
2018-12-29,11
2018-12-30,12
2018-12-31,13
2019-01-01,14
2019-01-02,15
2019-01-03,15
2019-01-04,15
2019-01-05,15
2019-01-06,14
2019-01-08,13
2019-01-10,13
2019-01-11,13
2019-01-12,13
2019-01-13,14
2019-01-14,15
2019-01-15,15
2019-01-16,15
2019-01-17,15
2019-01-18,16
2019-01-19,17
2019-01-20,18
2019-01-21,18
2019-01-22,19
2019-01-23,20
2019-01-24,21
2019-01-25,23
2019-01-26,25
2019-01-27,25
2019-01-28,26
2019-01-29,26
2019-01-30,27
2019-01-31,27
2019-02-01,26
2019-02-02,26
2019-02-03,25
2019-02-04,25
2019-02-05,26
2019-02-06,26
2019-02-07,26
2019-02-08,26
2019-02-09,26
2019-02-10,25
2019-02-11,26
2019-02-12,26
2019-02-13,25
2019-02-14,25
2019-02-15,25
2019-02-16,25
2019-02-17,25
2019-02-18,26
2019-02-19,26
2019-02-20,26
2019-02-21,26
2019-02-22,26
2019-02-23,26
2019-02-24,27
2019-02-25,27
2019-02-26,27
2019-02-27,27
2019-02-28,27
2019-03-01,27
2019-03-02,27
2019-03-03,27
2019-03-04,26
2019-03-05,25
2019-03-06,26
2019-03-07,26
2019-03-08,26
2019-03-09,26
2019-03-10,26
2019-03-11,26
2019-03-12,26
2019-03-13,26
2019-03-14,26
2019-03-15,26
2019-03-16,27
2019-03-17,29
2019-03-18,29
2019-03-19,30
2019-03-20,28
2019-03-21,27
2019-03-22,27
2019-03-23,26
2019-03-24,27
2019-03-25,27
2019-03-26,27
2019-03-27,27
2019-03-28,27
2019-03-29,27
2019-03-30,27
2019-03-31,27
2019-04-01,26
2019-04-02,26
2019-04-03,26
2019-04-04,26
2019-04-05,25
2019-04-06,25
2019-04-07,25
2019-04-08,25
2019-04-09,26
2019-04-10,26
2019-04-11,26
2019-04-12,26
2019-04-13,26
2019-04-14,26
2019-04-15,26
2019-04-16,26
2019-04-17,26
2019-04-18,26
2019-04-19,26
2019-04-20,26
2019-04-21,26
2019-04-22,26
2019-04-23,26
2019-04-24,26
2019-04-25,27
2019-04-26,27
2019-04-27,27
2019-04-28,27
2019-04-29,27
2019-04-30,28
2019-05-01,28
2019-05-02,27
2019-05-03,28
2019-05-04,27
2019-05-05,26
2019-05-06,26
2019-05-07,28
2019-05-08,28
2019-05-09,29
2019-05-10,29
2019-05-11,29
2019-05-12,30
2019-05-13,29
2019-05-14,28
2019-05-15,28
2019-05-16,27
2019-05-17,27
2019-05-18,27
2019-05-19,27
2019-05-20,27
2019-05-21,27
2019-05-22,27
2019-05-23,28
2019-05-24,28
2019-05-25,28
2019-05-26,28
2019-05-27,29
2019-05-28,29
2019-05-29,30
2019-05-30,30
2019-05-31,30
2019-06-01,30
2019-06-02,30
2019-06-03,30
2019-06-04,29
2019-06-05,27
2019-06-06,27
2019-06-07,28
2019-06-08,27
2019-06-09,26
2019-06-10,26
2019-06-11,25
2019-06-12,25
2019-06-13,26
2019-06-14,26
2019-06-15,28
2019-06-16,30
2019-06-17,30
2019-06-18,31
2019-06-19,31
2019-06-20,31
2019-06-21,31
2019-06-22,31
2019-06-23,31
2019-06-24,31
2019-06-25,32
2019-06-26,32
2019-06-27,32
2019-06-28,32
2019-06-29,31
2019-06-30,30
2019-07-01,30
2019-07-02,30
2019-07-03,30
2019-07-04,30
2019-07-05,29
2019-07-06,29
2019-07-07,29
2019-07-08,29
2019-07-09,29
2019-07-10,29
2019-07-11,29
2019-07-12,29
2019-07-13,29
2019-07-14,29
2019-07-15,29
2019-07-16,29
2019-07-17,30
2019-07-18,30
2019-07-19,32
2019-07-20,32
2019-07-21,33
2019-07-22,33
2019-07-23,33
2019-07-24,34
2019-07-25,34
2019-07-26,36
2019-07-27,36
2019-07-28,36
2019-07-29,37
2019-07-30,39
2019-07-31,40
2019-08-01,40
2019-08-02,39
2019-08-03,41
2019-08-04,41
2019-08-05,43
2019-08-06,43
2019-08-07,42
2019-08-08,42
2019-08-09,43
2019-08-10,43
2019-08-11,43
2019-08-12,43
2019-08-13,43
