date_obj,Watermelon%20seed price
2015-09-22,1076
2015-09-23,1112
2015-09-24,1121
2015-09-25,1136
2015-09-27,1162
2015-09-28,1167
2015-09-29,1208
2015-09-30,1226
2015-10-05,1248
2015-10-06,1210
2015-10-07,1197
2015-10-08,1215
2015-10-09,1214
2015-10-10,1218
2015-10-11,1219
2015-10-12,1224
2015-10-13,1250
2015-10-14,1262
2015-10-15,1252
2015-10-16,1262
2015-10-17,1245
2015-10-18,1242
2015-10-19,1249
2015-10-20,1232
2015-10-22,1204
2015-10-23,1193
2015-10-24,1165
2015-10-25,1151
2015-10-26,1166
2015-10-27,1172
2015-10-29,1165
2015-10-30,1124
2015-10-31,1108
2015-11-01,1063
2015-11-02,1051
2015-11-03,1016
2015-11-04,1005
2015-11-05,1025
2015-11-06,1014
2015-11-07,1038
2015-11-08,1052
2015-11-09,1080
2015-11-10,1089
2015-11-11,1114
2015-11-12,1117
2015-11-13,1108
2015-11-14,1125
2015-11-15,1131
2015-11-16,1152
2015-11-17,1194
2015-11-18,1214
2015-11-19,1233
2015-11-20,1230
2015-11-21,1193
2015-11-22,1204
2015-11-23,1223
2015-11-24,1243
2015-11-25,1243
2015-11-26,1219
2015-11-27,1220
2015-11-28,1211
2015-11-29,1209
2015-11-30,1220
2015-12-01,1217
2015-12-02,1245
2015-12-03,1247
2015-12-04,1279
2015-12-05,1282
2015-12-06,1288
2015-12-07,1291
2015-12-08,1310
2015-12-09,1336
2015-12-10,1346
2015-12-11,1319
2015-12-13,1293
2015-12-14,1266
2015-12-15,1286
2015-12-16,1303
2015-12-17,1327
2015-12-18,1328
2015-12-19,1322
2015-12-20,1306
2015-12-21,1318
2015-12-22,1341
2015-12-23,1336
2015-12-24,1329
2015-12-25,1320
2015-12-26,1316
2015-12-27,1280
2015-12-28,1254
2015-12-29,1249
2015-12-30,1224
2015-12-31,1231
2016-01-01,1183
2016-01-02,1189
2016-01-03,1196
2016-01-04,1206
2016-01-05,1208
2016-01-06,1220
2016-01-07,1230
2016-01-08,1218
2016-01-09,1189
2016-01-10,1179
2016-01-11,1191
2016-01-12,1217
2016-01-13,1253
2016-01-14,1277
2016-01-15,1293
2016-01-16,1305
2016-01-17,1289
2016-01-18,1286
2016-01-19,1277
2016-01-20,1276
2016-01-21,1250
2016-01-22,1222
2016-01-23,1175
2016-01-24,1136
2016-01-25,1109
2016-01-26,1072
2016-01-27,1050
2016-01-28,1002
2016-01-29,993
2016-01-30,968
2016-01-31,968
2016-02-01,989
2016-02-02,1018
2016-02-03,1026
2016-02-04,1030
2016-02-05,1036
2016-02-06,1035
2016-02-07,1008
2016-02-08,1023
2016-02-09,1019
2016-02-10,1031
2016-02-11,1031
2016-02-12,1027
2016-02-13,1034
2016-02-14,1037
2016-02-15,1062
2016-02-16,1054
2016-02-17,1075
2016-02-18,1070
2016-02-19,1084
2016-02-20,1058
2016-02-21,1040
2016-02-22,1024
2016-02-23,1016
2016-02-24,1007
2016-02-25,987
2016-02-26,947
2016-02-27,948
2016-02-28,931
2016-02-29,932
2016-03-01,934
2016-03-02,933
2016-03-03,954
2016-03-04,970
2016-03-05,966
2016-03-06,960
2016-03-07,975
2016-03-08,977
2016-03-09,984
2016-03-10,990
2016-03-11,987
2016-03-12,977
2016-03-13,961
2016-03-14,966
2016-03-15,970
2016-03-16,975
2016-03-17,963
2016-03-18,964
2016-03-19,961
2016-03-20,948
2016-03-21,957
2016-03-22,963
2016-03-23,947
2016-03-24,944
2016-03-25,935
2016-03-26,936
2016-03-27,914
2016-03-28,910
2016-03-29,901
2016-03-30,895
2016-03-31,900
2016-04-01,899
2016-04-02,893
2016-04-03,888
2016-04-04,886
2016-04-05,878
2016-04-06,869
2016-04-07,874
2016-04-08,860
2016-04-09,846
2016-04-10,825
2016-04-11,814
2016-04-12,818
2016-04-13,814
2016-04-14,812
2016-04-15,800
2016-04-16,788
2016-04-17,770
2016-04-18,753
2016-04-19,750
2016-04-20,748
2016-04-21,749
2016-04-22,723
2016-04-23,712
2016-04-24,699
2016-04-25,692
2016-04-26,698
2016-04-27,701
2016-04-28,700
2016-04-29,704
2016-04-30,706
2016-05-01,711
2016-05-02,712
2016-05-03,725
2016-05-04,733
2016-05-05,733
2016-05-06,701
2016-05-07,673
2016-05-08,646
2016-05-09,617
2016-05-10,591
2016-05-11,578
2016-05-12,568
2016-05-13,549
2016-05-14,534
2016-05-15,516
2016-05-16,516
2016-05-17,521
2016-05-18,524
2016-05-19,534
2016-05-22,510
2016-05-23,511
2016-05-24,521
2016-05-25,503
2016-05-26,521
2016-05-27,524
2016-05-28,531
2016-05-29,538
2016-05-30,544
2016-05-31,543
2016-06-01,553
2016-06-02,562
2016-06-03,569
2016-06-04,567
2016-06-05,554
2016-06-06,575
2016-06-07,573
2016-06-08,575
2016-06-09,589
2016-06-10,595
2016-06-11,604
2016-06-12,605
2016-06-13,610
2016-06-14,618
2016-06-15,616
2016-06-16,612
2016-06-17,617
2016-06-18,621
2016-06-19,623
2016-06-20,632
2016-06-21,631
2016-06-22,637
2016-06-23,647
2016-06-24,645
2016-06-25,638
2016-06-26,640
2016-06-27,638
2016-06-28,639
2016-06-29,629
2016-06-30,640
2016-07-01,644
2016-07-02,651
2016-07-03,644
2016-07-04,630
2016-07-05,614
2016-07-06,599
2016-07-07,585
2016-07-08,595
2016-07-09,591
2016-07-10,587
2016-07-11,593
2016-07-12,594
2016-07-13,598
2016-07-14,600
2016-07-15,603
2016-07-16,613
2016-07-17,625
2016-07-18,628
2016-07-24,691
2016-07-25,717
2016-07-26,743
2016-07-27,762
2016-07-28,778
2016-07-29,789
2016-07-30,806
2016-07-31,819
2016-08-01,828
2016-08-02,845
2016-08-03,864
2016-08-04,883
2016-08-05,899
2016-08-06,911
2016-08-07,919
2016-08-08,928
2016-08-09,927
2016-08-10,923
2016-08-11,923
2016-08-12,899
2016-08-13,873
2016-08-14,848
2016-08-15,823
2016-08-16,805
2016-08-17,789
2016-08-18,777
2016-08-19,757
2016-08-20,739
2016-08-21,716
2016-08-22,709
2016-08-23,701
2016-08-24,682
2016-08-25,679
2016-08-26,665
2016-08-28,652
2016-08-31,650
2016-09-01,673
2016-09-02,687
2016-09-03,711
2016-09-04,735
2016-09-05,762
2016-09-06,796
2016-09-07,825
2016-09-08,838
2016-09-09,838
2016-09-10,851
2016-09-11,835
2016-09-12,829
2016-09-13,822
2016-09-14,824
2016-09-15,806
2016-09-16,787
2016-09-17,774
2016-09-18,755
2016-09-19,749
2016-09-20,718
2016-09-21,708
2016-09-22,704
2016-09-23,681
2016-09-24,684
2016-09-25,668
2016-09-26,648
2016-09-27,655
2016-09-28,646
2016-09-29,629
2016-09-30,623
2016-10-01,618
2016-10-02,604
2016-10-03,592
2016-10-04,606
2016-10-05,629
2016-10-06,637
2016-10-07,632
2016-10-08,621
2016-10-09,611
2016-10-10,609
2016-10-11,611
2016-10-12,608
2016-10-13,596
2016-10-14,585
2016-10-15,580
2016-10-16,572
2016-10-17,572
2016-10-18,577
2016-10-19,591
2016-10-20,590
2016-10-21,590
2016-10-22,583
2016-10-23,584
2016-10-24,576
2016-10-25,566
2016-10-26,569
2016-10-27,569
2016-10-28,560
2016-10-29,562
2016-10-30,537
2016-10-31,523
2016-11-01,508
2016-11-02,513
2016-11-03,511
2016-11-04,505
2016-11-05,503
2016-11-06,502
2016-11-07,491
2016-11-08,493
2016-11-09,489
2016-11-10,486
2016-11-11,491
2016-11-12,481
2016-11-13,473
2016-11-14,463
2016-12-08,477
2016-12-09,463
2016-12-10,461
2016-12-11,461
2016-12-12,451
2016-12-13,455
2016-12-14,465
2016-12-15,467
2016-12-16,469
2016-12-17,468
2016-12-18,464
2016-12-19,465
2016-12-20,471
2016-12-21,482
2016-12-22,483
2016-12-23,481
2016-12-24,490
2016-12-25,497
2016-12-26,494
2016-12-27,497
2016-12-28,492
2016-12-29,495
2016-12-30,494
2016-12-31,504
2017-01-01,492
2017-01-02,487
2017-01-03,479
2017-01-04,459
2017-01-05,447
2017-01-06,449
2017-01-07,441
2017-01-08,430
2017-01-09,428
2017-01-10,431
2017-01-11,442
2017-01-12,453
2017-01-13,458
2017-01-14,460
2017-01-15,468
2017-01-16,472
2017-01-17,478
2017-01-18,483
2017-01-19,487
2017-01-20,486
2017-01-21,483
2017-01-22,474
2017-01-27,482
2017-01-28,479
2017-01-29,476
2017-01-30,468
2017-01-31,476
2017-02-01,471
2017-02-02,469
2017-02-03,472
2017-02-04,467
2017-02-05,471
2017-02-06,482
2017-02-07,485
2017-02-08,492
2017-02-09,485
2017-02-10,492
2017-02-11,491
2017-02-12,484
2017-02-13,493
2017-02-14,484
2017-02-15,474
2017-02-16,467
2017-02-18,437
2017-02-19,430
2017-02-20,426
2017-02-21,429
2017-02-22,435
2017-02-23,432
2017-02-24,423
2017-02-25,412
2017-02-26,398
2017-02-27,393
2017-02-28,390
2017-03-01,388
2017-03-02,393
2017-03-03,399
2017-03-04,399
2017-03-05,396
2017-03-06,393
2017-03-07,390
2017-03-08,377
2017-03-09,373
2017-03-10,369
2017-03-11,368
2017-03-12,360
2017-03-13,365
2017-03-14,363
2017-03-15,363
2017-03-16,358
2017-03-17,352
2017-03-18,352
2017-03-19,349
2017-03-20,348
2017-03-21,352
2017-03-22,354
2017-03-23,357
2017-03-24,358
2017-03-25,361
2017-03-26,356
2017-03-27,357
2017-03-28,353
2017-03-29,349
2017-03-30,349
2017-03-31,352
2017-04-01,349
2017-04-02,346
2017-04-03,349
2017-04-04,349
2017-04-12,348
2017-04-13,350
2017-04-14,349
2017-04-15,351
2017-04-16,353
2017-04-17,355
2017-04-18,355
2017-04-19,367
2017-04-20,384
2017-04-21,400
2017-04-22,411
2017-04-23,422
2017-04-24,434
2017-04-25,452
2017-04-26,465
2017-04-27,481
2017-04-28,492
2017-04-29,503
2017-04-30,511
2017-05-01,514
2017-05-02,529
2017-05-03,532
2017-05-04,540
2017-05-05,550
2017-05-06,563
2017-05-07,553
2017-05-08,557
2017-05-09,557
2017-05-10,569
2017-05-11,565
2017-05-12,566
2017-05-13,571
2017-05-14,565
2017-05-15,567
2017-05-16,574
2017-05-17,565
2017-05-18,573
2017-05-19,563
2017-05-20,562
2017-05-21,570
2017-05-22,571
2017-05-23,566
2017-05-24,575
2017-05-25,571
2017-05-26,565
2017-05-27,555
2017-05-28,559
2017-05-29,566
2017-05-30,570
2017-05-31,576
2017-06-01,569
2017-06-02,565
2017-06-03,544
2017-06-06,507
2017-06-07,492
2017-06-08,476
2017-06-09,467
2017-06-10,451
2017-06-11,437
2017-06-12,425
2017-06-13,417
2017-06-14,416
2017-06-15,408
2017-06-16,400
2017-06-17,397
2017-06-18,399
2017-06-19,402
2017-06-20,407
2017-06-21,411
2017-06-22,412
2017-06-23,408
2017-06-24,414
2017-06-25,419
2017-06-26,432
2017-06-27,442
2017-06-28,451
2017-06-29,451
2017-06-30,453
2017-07-01,460
2017-07-02,467
2017-07-03,472
2017-07-04,475
2017-07-05,466
2017-07-06,477
2017-07-07,489
2017-07-08,491
2017-07-13,489
2017-07-14,492
2017-07-15,492
2017-07-16,496
2017-07-17,502
2017-07-18,503
2017-07-19,507
2017-07-20,506
2017-07-21,503
2017-07-22,507
2017-07-23,521
2017-07-24,525
2017-07-25,524
2017-07-26,530
2017-07-27,531
2017-07-28,522
2017-07-29,522
2017-07-30,518
2017-07-31,521
2017-08-01,521
2017-08-02,518
2017-08-03,521
2017-08-04,516
2017-08-05,513
2017-08-06,513
2017-08-09,515
2017-08-10,524
2017-08-11,524
2017-08-12,517
2017-08-13,510
2017-08-14,511
2017-08-15,509
2017-08-16,516
2017-08-17,516
2017-08-18,513
2017-08-19,514
2017-08-20,512
2017-08-21,508
2017-08-22,505
2017-08-23,506
2017-08-24,503
2017-08-25,505
2017-08-26,503
2017-08-27,503
2017-08-28,499
2017-08-29,496
2017-08-30,496
2017-08-31,496
2017-09-01,494
2017-09-02,490
2017-09-03,481
2017-09-04,473
2017-09-05,470
2017-09-06,465
2017-09-07,462
2017-09-08,463
2017-09-09,466
2017-09-10,466
2017-09-11,475
2017-09-12,476
2017-09-13,485
2017-09-14,487
2017-09-15,494
2017-09-16,499
2017-09-17,491
2017-09-18,478
2017-09-19,469
2017-09-20,471
2017-09-21,477
2017-09-22,472
2017-09-23,480
2017-09-24,481
2017-09-25,474
2017-09-26,478
2017-09-27,472
2017-09-28,476
2017-09-29,478
2017-09-30,485
2017-10-01,483
2017-10-02,475
2017-10-03,474
2017-10-04,471
2017-10-05,473
2017-10-06,465
2017-10-07,462
2017-10-08,466
2017-10-09,455
2017-10-10,456
2017-10-11,445
2017-10-12,448
2017-10-13,447
2017-10-14,450
2017-10-15,449
2017-10-16,449
2017-10-17,441
2017-10-18,441
2017-10-19,437
2017-10-20,425
2017-10-21,419
2017-10-22,421
2017-10-23,415
2017-10-24,416
2017-10-25,413
2017-10-26,403
2017-10-27,398
2017-10-28,387
2017-10-29,391
2017-10-30,388
2017-10-31,383
2017-11-01,378
2017-11-02,377
2017-11-03,378
2017-11-04,380
2017-11-05,386
2017-11-06,384
2017-11-07,384
2017-11-08,386
2017-11-09,391
2017-11-10,390
2017-11-11,389
2017-11-12,392
2017-11-13,394
2017-11-14,401
2017-11-15,400
2017-11-16,405
2017-11-17,402
2017-11-18,397
2017-11-19,394
2017-11-20,391
2017-11-21,384
2017-11-22,379
2017-11-23,382
2017-11-24,379
2017-11-25,380
2017-11-26,370
2017-11-27,359
2017-11-28,355
2017-11-29,352
2017-11-30,347
2017-12-01,355
2017-12-02,361
2017-12-03,358
2017-12-04,356
2017-12-05,355
2017-12-06,352
2017-12-07,347
2017-12-08,348
2017-12-09,346
2017-12-10,342
2017-12-11,340
2017-12-12,340
2017-12-13,338
2017-12-14,336
2017-12-15,331
2017-12-16,328
2017-12-17,326
2017-12-18,326
2017-12-19,321
2017-12-20,318
2017-12-21,319
2017-12-22,315
2017-12-23,310
2017-12-24,312
2017-12-25,309
2017-12-26,308
2017-12-27,305
2017-12-28,302
2017-12-29,301
2017-12-30,302
2017-12-31,304
2018-01-01,302
2018-01-02,302
2018-01-03,301
2018-01-04,295
2018-01-05,293
2018-01-06,285
2018-01-07,282
2018-01-08,283
2018-01-09,284
2018-01-10,283
2018-01-11,285
2018-01-12,290
2018-01-13,293
2018-01-14,293
2018-01-15,298
2018-01-16,301
2018-01-17,306
2018-01-18,309
2018-01-19,308
2018-01-20,310
2018-01-21,311
2018-01-22,310
2018-01-23,318
2018-01-24,321
2018-01-25,329
2018-01-26,332
2018-01-27,334
2018-01-28,340
2018-01-29,348
2018-01-30,354
2018-02-01,358
2018-02-02,366
2018-02-03,374
2018-02-04,378
2018-02-05,384
2018-02-06,393
2018-02-07,399
2018-02-08,396
2018-02-09,400
2018-02-10,394
2018-02-11,392
2018-02-12,399
2018-02-13,393
2018-02-14,402
2018-02-15,415
2018-02-16,423
2018-02-17,421
2018-02-18,418
2018-02-19,421
2018-02-20,424
2018-02-21,425
2018-02-22,430
2018-02-23,437
2018-02-24,437
2018-02-25,435
2018-02-26,443
2018-02-27,449
2018-02-28,447
2018-03-01,447
2018-03-02,442
2018-03-03,433
2018-03-04,428
2018-03-05,425
2018-03-06,422
2018-03-07,419
2018-03-08,416
2018-03-09,412
2018-03-10,406
2018-03-11,402
2018-03-12,400
2018-03-13,392
2018-03-14,392
2018-03-15,391
2018-03-16,395
2018-03-17,392
2018-03-18,392
2018-03-19,384
2018-03-20,381
2018-03-21,388
2018-03-23,390
2018-03-24,384
2018-03-26,385
2018-03-27,388
2018-03-28,389
2018-03-29,392
2018-03-30,391
2018-03-31,394
2018-04-01,392
2018-04-02,397
2018-04-03,405
2018-04-04,407
2018-04-05,410
2018-04-06,410
2018-04-08,395
2018-04-09,401
2018-04-10,401
2018-04-11,405
2018-04-12,407
2018-04-13,411
2018-04-14,409
2018-04-16,405
2018-04-17,404
2018-04-18,410
2018-04-19,412
2018-04-20,406
2018-04-21,407
2018-04-22,410
2018-04-23,407
2018-04-24,397
2018-04-25,394
2018-04-26,388
2018-04-27,394
2018-04-28,393
2018-04-29,394
2018-04-30,387
2018-05-01,390
2018-05-02,394
2018-05-03,399
2018-05-04,397
2018-05-05,392
2018-05-06,387
2018-05-07,389
2018-05-08,387
2018-05-09,391
2018-05-10,388
2018-05-11,383
2018-05-12,382
2018-05-13,377
2018-05-14,378
2018-05-15,372
2018-05-16,377
2018-05-17,380
2018-05-18,381
2018-05-19,378
2018-05-20,382
2018-05-21,383
2018-05-22,381
2018-05-23,381
2018-05-24,384
2018-05-25,383
2018-05-26,384
2018-05-27,377
2018-05-28,380
2018-05-29,386
2018-05-30,387
2018-05-31,394
2018-06-01,397
2018-06-02,397
2018-06-03,393
2018-06-04,394
2018-06-05,395
2018-06-06,386
2018-06-07,377
2018-06-08,372
2018-06-09,362
2018-06-10,359
2018-06-11,346
2018-06-12,340
2018-06-13,335
2018-06-14,335
2018-06-15,333
2018-06-16,327
2018-06-17,323
2018-06-18,314
2018-06-19,304
2018-06-20,301
2018-06-21,296
2018-06-22,295
2018-06-23,293
2018-06-24,292
2018-06-25,291
2018-06-26,290
2018-06-27,291
2018-06-28,292
2018-06-29,291
2018-06-30,289
2018-07-01,287
2018-07-02,287
2018-07-03,286
2018-07-04,282
2018-07-05,277
2018-07-06,281
2018-07-07,279
2018-07-08,278
2018-07-09,279
2018-07-10,279
2018-07-11,283
2018-07-12,282
2018-07-13,282
2018-07-14,282
2018-07-15,286
2018-07-16,287
2018-07-17,291
2018-07-18,289
2018-07-19,287
2018-07-20,283
2018-07-21,286
2018-07-22,285
2018-07-23,288
2018-07-24,288
2018-07-25,289
2018-07-26,291
2018-07-27,289
2018-07-28,288
2018-07-29,287
2018-07-30,290
2018-07-31,295
2018-08-01,301
2018-08-02,306
2018-08-03,309
2018-08-04,311
2018-08-05,316
2018-08-06,313
2018-08-07,314
2018-08-08,315
2018-08-09,320
2018-08-10,329
2018-08-11,331
2018-08-12,331
2018-08-14,330
2018-08-16,330
2018-08-17,335
2018-08-18,328
2018-08-19,329
2018-08-20,334
2018-08-21,330
2018-08-22,331
2018-08-23,339
2018-08-24,344
2018-08-25,345
2018-08-26,351
2018-08-27,352
2018-08-28,359
2018-08-29,364
2018-08-30,369
2018-08-31,378
2018-09-01,384
2018-09-02,384
2018-09-03,388
2018-09-04,394
2018-09-05,389
2018-09-06,386
2018-09-07,388
2018-09-08,392
2018-09-09,391
2018-09-10,393
2018-09-11,394
2018-09-12,397
2018-09-13,401
2018-09-14,400
2018-09-15,399
2018-09-16,395
2018-09-17,393
2018-09-18,390
2018-09-19,390
2018-09-20,397
2018-09-21,390
2018-09-22,384
2018-09-23,376
2018-09-24,375
2018-09-25,369
2018-09-26,368
2018-09-27,369
2018-09-28,367
2018-09-29,368
2018-09-30,361
2018-10-02,354
2018-10-03,356
2018-10-04,358
2018-10-05,362
2018-10-06,358
2018-10-07,359
2018-10-08,361
2018-10-09,362
2018-10-10,364
2018-10-11,362
2018-10-12,366
2018-10-13,368
2018-10-14,363
2018-10-15,368
2018-10-16,369
2018-10-17,375
2018-10-18,382
2018-10-19,377
2018-10-20,379
2018-10-21,371
2018-10-22,375
2018-10-23,367
2018-10-24,357
2018-10-25,348
2018-10-26,349
2018-10-27,347
2018-10-28,348
2018-10-29,345
2018-10-30,341
2018-10-31,343
2018-11-01,345
2018-11-03,339
2018-11-04,332
2018-11-05,334
2018-11-06,334
2018-11-07,336
2018-11-08,338
2018-11-09,334
2018-11-10,332
2018-11-11,322
2018-11-12,319
2018-11-13,314
2018-11-14,305
2018-11-15,298
2018-11-16,297
2018-11-17,295
2018-11-18,287
2018-11-19,285
2018-11-20,285
2018-11-21,282
2018-11-22,281
2018-11-23,281
2018-11-24,280
2018-11-25,277
2018-11-26,273
2018-11-27,275
2018-11-28,280
2018-11-29,285
2018-12-01,280
2018-12-02,273
2018-12-03,276
2018-12-04,276
2018-12-05,278
2018-12-07,278
2018-12-09,271
2018-12-10,270
2018-12-11,269
2018-12-12,270
2018-12-13,269
2018-12-14,268
2018-12-15,270
2018-12-16,267
2018-12-17,263
2018-12-18,261
2018-12-19,258
2018-12-20,255
2018-12-21,254
2018-12-22,251
2018-12-23,256
2018-12-24,255
2018-12-25,257
2018-12-26,255
2018-12-27,258
2018-12-28,258
2018-12-29,256
2018-12-30,253
2018-12-31,256
2019-01-01,256
2019-01-02,262
2019-01-03,264
2019-01-04,264
2019-01-05,265
2019-01-06,269
2019-01-08,267
2019-01-10,263
2019-01-11,258
2019-01-12,258
2019-01-13,259
2019-01-14,256
2019-01-15,260
2019-01-16,263
2019-01-17,264
2019-01-18,267
2019-01-19,268
2019-01-20,264
2019-01-22,257
2019-01-23,254
2019-01-24,249
2019-01-25,250
2019-01-26,245
2019-01-29,241
2019-01-30,238
2019-01-31,237
2019-02-01,235
2019-02-02,229
2019-02-03,226
2019-02-04,219
2019-02-05,215
2019-02-06,209
2019-02-07,205
2019-02-08,199
2019-02-09,190
2019-02-10,184
2019-02-11,180
2019-02-12,176
2019-02-13,176
2019-02-14,175
2019-02-15,171
2019-02-16,166
2019-02-17,160
2019-02-18,158
2019-02-19,160
2019-02-20,160
2019-02-21,157
2019-02-22,151
2019-02-23,149
2019-02-24,148
2019-02-25,148
2019-02-26,150
2019-02-27,149
2019-02-28,149
2019-03-01,147
2019-03-02,141
2019-03-03,137
2019-03-04,136
2019-03-05,136
2019-03-06,136
2019-03-07,134
2019-03-08,134
2019-03-09,132
2019-03-10,129
2019-03-11,129
2019-03-12,128
2019-03-13,126
2019-03-14,125
2019-03-15,123
2019-03-16,122
2019-03-17,120
2019-03-18,115
2019-03-19,116
2019-03-20,116
2019-03-21,117
2019-03-22,117
2019-03-23,115
2019-03-24,112
2019-03-25,109
2019-03-26,111
2019-03-27,111
2019-03-28,111
2019-03-29,112
2019-03-30,113
2019-03-31,110
2019-04-01,109
2019-04-02,106
2019-04-03,106
2019-04-04,106
2019-04-05,105
2019-04-06,104
2019-04-07,105
2019-04-08,106
2019-04-09,108
2019-04-10,110
2019-04-11,110
2019-04-12,108
2019-04-13,106
2019-04-14,102
2019-04-15,100
2019-04-16,100
2019-04-17,99
2019-04-18,98
2019-04-19,95
2019-04-20,93
2019-04-21,93
2019-04-22,91
2019-04-23,87
2019-04-24,83
2019-04-25,81
2019-04-26,79
2019-04-27,76
2019-04-28,73
2019-04-29,73
2019-04-30,72
2019-05-01,72
2019-05-02,72
2019-05-03,72
2019-05-04,71
2019-05-05,71
2019-05-06,70
2019-05-07,70
2019-05-08,70
2019-05-09,70
2019-05-10,71
2019-05-11,70
2019-05-12,70
2019-05-13,71
2019-05-14,72
2019-05-15,73
2019-05-16,73
2019-05-17,74
2019-05-18,74
2019-05-19,75
2019-05-20,76
2019-05-21,76
2019-05-22,76
2019-05-23,77
2019-05-24,78
2019-05-25,79
2019-05-26,78
2019-05-27,80
2019-05-28,83
2019-05-29,86
2019-05-30,88
2019-05-31,89
2019-06-01,89
2019-06-02,87
2019-06-03,89
2019-06-04,92
2019-06-05,94
2019-06-06,93
2019-06-07,89
2019-06-08,85
2019-06-09,82
2019-06-10,82
2019-06-11,82
2019-06-12,82
2019-06-13,82
2019-06-14,83
2019-06-15,85
2019-06-16,87
2019-06-17,89
2019-06-18,92
2019-06-19,94
2019-06-20,97
2019-06-21,99
2019-06-22,98
2019-06-23,99
2019-06-24,99
2019-06-25,99
2019-06-26,101
2019-06-27,105
2019-06-28,105
2019-06-29,107
2019-06-30,110
2019-07-01,109
2019-07-02,113
2019-07-03,114
2019-07-04,115
2019-07-05,115
2019-07-06,115
2019-07-07,114
2019-07-08,115
2019-07-09,116
2019-07-10,115
2019-07-11,113
2019-07-12,114
2019-07-13,113
2019-07-14,112
2019-07-15,111
2019-07-16,111
2019-07-17,113
2019-07-18,114
2019-07-19,114
2019-07-20,111
2019-07-21,110
2019-07-22,110
2019-07-23,110
2019-07-24,111
2019-07-25,111
2019-07-26,112
2019-07-27,112
2019-07-28,112
2019-07-29,110
2019-07-30,110
2019-07-31,109
2019-08-01,109
2019-08-02,108
2019-08-03,108
