date_obj,Dynamite price
2017-08-20,118
2017-08-21,114
2017-08-22,111
2017-08-23,111
2017-08-24,114
2017-08-25,117
2017-08-26,120
2017-08-27,121
2017-08-28,123
2017-08-29,125
2017-08-30,131
2017-08-31,132
2017-09-01,129
2017-09-03,119
2017-09-04,115
2017-09-05,111
2017-09-06,111
2017-09-07,113
2017-09-08,117
2017-09-09,120
2017-09-10,119
2017-09-11,119
2017-09-12,120
2017-09-13,120
2017-09-14,122
2017-09-15,126
2017-09-16,122
2017-09-17,124
2017-09-18,124
2017-09-19,118
2017-09-20,118
2017-09-21,122
2017-09-22,124
2017-09-23,131
2017-09-24,138
2017-09-25,145
2017-09-26,153
2017-09-27,160
2017-09-28,165
2017-09-29,164
2017-09-30,161
2017-10-01,156
2017-10-02,149
2017-10-03,145
2017-10-04,140
2017-10-05,137
2017-10-06,137
2017-10-07,138
2017-10-08,140
2017-10-09,146
2017-10-10,154
2017-10-11,160
2017-10-12,163
2017-10-13,170
2017-10-14,172
2017-10-15,172
2017-10-16,169
2017-10-17,164
2017-10-18,161
2017-10-19,159
2017-10-20,161
2017-10-21,165
2017-10-22,164
2017-10-23,163
2017-10-24,161
2017-10-25,161
2017-10-26,162
2017-10-27,161
2017-10-28,162
2017-10-29,162
2017-10-30,164
2017-10-31,163
2017-11-01,162
2017-11-02,165
2017-11-03,166
2017-11-04,164
2017-11-05,161
2017-11-06,162
2017-11-07,157
2017-11-08,160
2017-11-09,163
2017-11-10,167
2017-11-11,165
2017-11-12,162
2017-11-13,164
2017-11-14,164
2017-11-15,165
2017-11-16,165
2017-11-17,167
2017-11-18,164
2017-11-19,169
2017-11-20,175
2017-11-21,180
2017-11-22,182
2017-11-23,190
2017-11-24,193
2017-11-25,199
2017-11-26,204
2017-11-27,206
2017-11-28,206
2017-11-29,213
2017-11-30,217
2017-12-01,221
2017-12-02,217
2017-12-03,207
2017-12-04,200
2017-12-05,198
2017-12-06,192
2017-12-07,183
2017-12-08,181
2017-12-09,177
2017-12-10,175
2017-12-11,176
2017-12-12,176
2017-12-13,175
2017-12-14,173
2017-12-15,178
2017-12-16,182
2017-12-17,183
2017-12-18,180
2017-12-19,182
2017-12-20,179
2017-12-21,179
2017-12-22,181
2017-12-23,181
2017-12-24,178
2017-12-25,180
2017-12-26,183
2017-12-27,192
2017-12-28,198
2017-12-29,207
2017-12-30,213
2017-12-31,212
2018-01-01,222
2018-01-02,231
2018-01-03,241
2018-01-04,236
2018-01-05,238
2018-01-06,230
2018-01-07,225
2018-01-08,216
2018-01-09,205
2018-01-10,194
2018-01-11,184
2018-01-12,176
2018-01-13,175
2018-01-14,171
2018-01-15,165
2018-01-16,166
2018-01-17,162
2018-01-18,165
2018-01-19,169
2018-01-20,173
2018-01-21,177
2018-01-22,183
2018-01-23,189
2018-01-25,204
2018-01-26,213
2018-01-27,219
2018-01-28,212
2018-01-29,216
2018-01-30,222
2018-01-31,229
2018-02-01,237
2018-02-02,246
2018-02-03,258
2018-02-04,271
2018-02-05,285
2018-02-06,300
2018-02-07,311
2018-02-08,327
2018-02-09,342
2018-02-10,341
2018-02-11,325
2018-02-12,310
2018-02-13,305
2018-02-14,308
2018-02-15,314
2018-02-16,313
2018-02-17,311
2018-02-18,304
2018-02-19,304
2018-02-20,307
2018-02-21,304
2018-02-22,300
2018-02-23,310
2018-02-24,320
2018-02-25,310
2018-02-26,312
2018-02-27,321
2018-02-28,331
2018-03-01,335
2018-03-02,331
2018-03-03,322
2018-03-04,324
2018-03-05,320
2018-03-06,316
2018-03-07,318
2018-03-09,315
2018-03-10,316
2018-03-11,318
2018-03-12,316
2018-03-13,315
2018-03-14,318
2018-03-15,321
2018-03-16,318
2018-03-17,323
2018-03-18,324
2018-03-20,342
2018-03-21,357
2018-03-23,378
2018-03-24,383
2018-03-25,379
2018-03-26,379
2018-03-27,393
2018-03-28,413
2018-03-29,434
2018-03-30,454
2018-03-31,477
2018-04-01,500
2018-04-02,508
2018-04-03,525
2018-04-04,539
2018-04-05,559
2018-04-06,572
2018-04-07,574
2018-04-08,548
2018-04-09,520
2018-04-10,496
2018-04-11,484
2018-04-12,480
2018-04-13,487
2018-04-14,494
2018-04-15,490
2018-04-16,487
2018-04-17,481
2018-04-18,476
2018-04-19,473
2018-04-20,474
2018-04-21,473
2018-04-22,470
2018-04-23,450
2018-04-24,433
2018-04-25,424
2018-04-26,431
2018-04-27,449
2018-04-28,462
2018-04-29,463
2018-04-30,472
2018-05-01,492
2018-05-03,516
2018-05-04,513
2018-05-05,501
2018-05-07,481
2018-05-08,483
2018-05-09,486
2018-05-10,500
2018-05-11,513
2018-05-12,524
2018-05-13,528
2018-05-14,537
2018-05-15,553
2018-05-16,569
2018-05-17,582
2018-05-18,583
2018-05-19,576
2018-05-20,573
2018-05-21,581
2018-05-22,580
2018-05-23,580
2018-05-24,581
2018-05-25,587
2018-05-26,598
2018-05-27,594
2018-05-28,609
2018-05-29,616
2018-05-30,627
2018-05-31,648
2018-06-01,670
2018-06-02,682
2018-06-03,678
2018-06-04,667
2018-06-05,644
2018-06-06,611
2018-06-07,580
2018-06-08,551
2018-06-09,523
2018-06-10,496
2018-06-11,471
2018-06-12,447
2018-06-13,424
2018-06-14,402
2018-06-15,381
2018-06-16,361
2018-06-17,342
2018-06-18,329
2018-06-19,320
2018-06-20,321
2018-06-21,331
2018-06-22,348
2018-06-23,365
2018-06-24,384
2018-06-25,404
2018-06-26,425
2018-06-27,447
2018-06-28,470
2018-06-29,494
2018-06-30,519
2018-07-01,545
2018-07-02,573
2018-07-03,598
2018-07-04,598
2018-07-05,599
2018-07-06,612
2018-07-07,627
2018-07-08,634
2018-07-09,641
2018-07-10,643
2018-07-11,648
2018-07-12,641
2018-07-13,651
2018-07-14,651
2018-07-15,634
2018-07-16,636
2018-07-17,634
2018-07-18,652
2018-07-19,654
2018-07-20,654
2018-07-21,663
2018-07-22,663
2018-07-23,672
2018-07-24,684
2018-07-25,709
2018-07-26,741
2018-07-27,775
2018-07-28,783
2018-07-29,807
2018-07-30,821
2018-07-31,807
2018-08-01,793
2018-08-02,767
2018-08-03,741
2018-08-04,719
2018-08-05,688
2018-08-06,673
2018-08-07,696
2018-08-08,713
2018-08-09,711
2018-08-10,706
2018-08-11,687
2018-08-12,673
2018-08-14,642
2018-08-16,603
2018-08-17,596
2018-08-18,600
2018-08-19,618
2018-08-20,639
2018-08-21,662
2018-08-22,684
2018-08-23,683
2018-08-24,689
2018-08-25,701
2018-08-26,678
2018-08-27,679
2018-08-28,670
2018-08-29,661
2018-08-30,658
2018-08-31,644
2018-09-01,623
2018-09-02,598
2018-09-03,590
2018-09-04,577
2018-09-05,575
2018-09-06,591
2018-09-07,591
2018-09-08,582
2018-09-09,569
2018-09-10,568
2018-09-11,570
2018-09-12,570
2018-09-13,561
2018-09-14,546
2018-09-15,526
2018-09-16,513
2018-09-17,521
2018-09-18,532
2018-09-19,540
2018-09-20,543
2018-09-21,529
2018-09-22,511
2018-09-23,495
2018-09-24,494
2018-09-25,498
2018-09-26,509
2018-09-27,510
2018-09-28,512
2018-09-29,504
2018-09-30,501
2018-10-01,496
2018-10-02,497
2018-10-03,486
2018-10-04,481
2018-10-05,471
2018-10-06,458
2018-10-07,451
2018-10-08,443
2018-10-09,431
2018-10-10,428
2018-10-11,431
2018-10-12,436
2018-10-13,430
2018-10-14,414
2018-10-15,398
2018-10-16,382
2018-10-17,364
2018-10-18,351
2018-10-19,360
2018-10-20,369
2018-10-21,372
2018-10-22,388
2018-10-23,408
2018-10-24,424
2018-10-25,442
2018-10-26,460
2018-10-27,471
2018-10-28,466
2018-10-29,469
2018-10-30,466
2018-10-31,468
2018-11-01,459
2018-11-03,432
2018-11-04,410
2018-11-05,390
2018-11-06,371
2018-11-07,353
2018-11-08,342
2018-11-09,347
2018-11-10,340
2018-11-11,328
2018-11-12,336
2018-11-13,336
2018-11-14,328
2018-11-15,333
2018-11-16,344
2018-11-17,350
2018-11-18,363
2018-11-19,373
2018-11-20,375
2018-11-21,372
2018-11-22,380
2018-11-23,384
2018-11-24,369
2018-11-25,357
2018-11-26,351
2018-11-27,349
2018-11-28,347
2018-11-29,352
2018-12-01,354
2018-12-02,353
2018-12-03,360
2018-12-04,364
2018-12-05,358
2018-12-07,345
2018-12-09,344
2018-12-10,345
2018-12-11,346
2018-12-12,350
2018-12-13,356
2018-12-14,359
2018-12-15,364
2018-12-16,352
2018-12-17,360
2018-12-18,357
2018-12-19,354
2018-12-20,351
2018-12-21,348
2018-12-22,361
2018-12-23,355
2018-12-24,354
2018-12-25,354
2018-12-26,352
2018-12-27,353
2018-12-28,349
2018-12-29,339
2018-12-30,325
2018-12-31,310
2019-01-01,294
2019-01-02,280
2019-01-03,274
2019-01-04,284
2019-01-05,288
2019-01-06,293
2019-01-08,286
2019-01-10,274
2019-01-11,261
2019-01-12,247
2019-01-13,236
2019-01-14,241
2019-01-15,248
2019-01-16,252
2019-01-17,251
2019-01-18,262
2019-01-19,276
2019-01-20,290
2019-01-21,305
2019-01-22,313
2019-01-23,329
2019-01-24,346
2019-01-25,363
2019-01-26,371
2019-01-27,365
2019-01-28,376
2019-01-29,395
2019-01-30,415
2019-01-31,436
2019-02-01,458
2019-02-02,477
2019-02-03,488
2019-02-04,513
2019-02-05,536
2019-02-06,563
2019-02-07,592
2019-02-08,622
2019-02-09,654
2019-02-10,687
2019-02-11,722
2019-02-12,759
2019-02-13,797
2019-02-14,837
2019-02-15,879
2019-02-16,922
2019-02-17,911
2019-02-18,878
2019-02-19,834
2019-02-20,792
2019-02-21,752
2019-02-22,714
2019-02-23,678
2019-02-24,644
2019-02-25,611
2019-02-26,581
2019-02-27,562
2019-02-28,539
2019-03-01,524
2019-03-02,527
2019-03-03,545
2019-03-04,569
2019-03-05,554
2019-03-06,532
2019-03-07,512
2019-03-08,496
2019-03-09,483
2019-03-10,463
2019-03-11,449
2019-03-12,443
2019-03-13,442
2019-03-14,461
2019-03-15,477
2019-03-16,492
2019-03-17,478
2019-03-18,469
2019-03-19,474
2019-03-20,476
2019-03-21,488
2019-03-22,506
2019-03-23,515
2019-03-24,520
2019-03-25,511
2019-03-26,495
2019-03-27,470
2019-03-28,448
2019-03-29,426
2019-03-30,408
2019-03-31,404
2019-04-01,397
2019-04-02,383
2019-04-03,392
2019-04-04,412
2019-04-05,424
2019-04-06,427
2019-04-07,440
2019-04-08,449
2019-04-09,438
2019-04-10,424
2019-04-11,405
2019-04-12,401
2019-04-13,401
2019-04-14,415
2019-04-15,408
2019-04-16,413
2019-04-17,419
2019-04-18,426
2019-04-19,428
2019-04-20,442
2019-04-21,439
2019-04-22,457
2019-04-23,479
2019-04-24,503
2019-04-25,529
2019-04-26,556
2019-04-27,580
2019-04-28,607
2019-04-29,636
2019-04-30,649
2019-05-01,623
2019-05-02,594
2019-05-03,569
2019-05-04,543
2019-05-05,524
2019-05-06,525
2019-05-07,542
2019-05-08,542
2019-05-09,563
2019-05-10,541
2019-05-11,519
2019-05-12,519
2019-05-13,503
2019-05-14,485
2019-05-15,477
2019-05-16,477
2019-05-17,466
2019-05-18,449
2019-05-19,433
2019-05-20,438
2019-05-21,447
2019-05-22,455
2019-05-23,451
2019-05-24,447
2019-05-25,451
2019-05-26,452
2019-05-27,451
2019-05-28,440
2019-05-29,434
2019-05-30,435
2019-05-31,439
2019-06-01,438
2019-06-02,441
2019-06-03,452
2019-06-04,446
2019-06-05,432
2019-06-06,432
2019-06-07,430
2019-06-08,438
2019-06-09,454
2019-06-10,461
2019-06-11,480
2019-06-12,483
2019-06-13,480
2019-06-14,475
2019-06-15,481
2019-06-16,483
2019-06-17,498
2019-06-18,499
2019-06-19,511
2019-06-20,515
2019-06-21,525
2019-06-22,540
2019-06-23,537
2019-06-24,539
2019-06-25,555
2019-06-26,572
2019-06-27,593
2019-06-28,623
2019-06-29,655
2019-06-30,680
2019-07-01,713
2019-07-02,737
2019-07-03,765
2019-07-04,797
2019-07-05,837
2019-07-06,879
2019-07-07,903
2019-07-08,920
2019-07-09,876
2019-07-10,832
2019-07-11,790
2019-07-12,777
2019-07-13,778
2019-07-14,792
2019-07-15,782
2019-07-16,775
2019-07-17,789
2019-07-18,782
2019-07-19,791
2019-07-20,764
2019-07-21,748
2019-07-22,739
2019-07-23,707
2019-07-24,681
2019-07-25,675
2019-07-26,690
2019-07-27,674
2019-07-28,668
2019-07-29,657
2019-07-30,651
2019-07-31,632
2019-08-01,644
2019-08-02,647
2019-08-03,658
2019-08-04,671
2019-08-05,680
2019-08-06,693
2019-08-07,691
2019-08-08,702
2019-08-09,704
2019-08-10,688
2019-08-11,664
2019-08-12,648
2019-08-13,637
2019-08-14,622
2019-08-15,597
2019-08-16,575
2019-08-17,567
2019-08-18,548
2019-08-19,570
2019-08-20,577
2019-08-21,599
2019-08-22,605
2019-08-23,616
2019-08-24,630
2019-08-24,630
2019-08-25,615
2019-08-25,615
2019-08-26,617
2019-08-27,638
2019-08-27,638
2019-08-28,628
2019-08-29,628
2019-08-30,643
2019-08-31,658
2019-09-01,650
2019-09-02,637
2019-09-03,654
2019-09-04,658
2019-09-05,673
2019-09-06,669
2019-09-07,670
2019-09-08,648
2019-09-09,629
2019-09-10,600
2019-09-11,609
2019-09-12,615
2019-09-13,599
2019-09-14,601
2019-09-15,596
2019-09-16,585
2019-09-17,591
2019-09-18,591
2019-09-19,584
2019-09-20,577
2019-09-21,566
2019-09-22,557
2019-09-23,560
2019-09-24,569
2019-09-25,561
2019-09-26,553
2019-09-27,528
2019-09-28,519
2019-09-29,518
2019-09-30,517
2019-10-01,504
2019-10-02,506
2019-10-03,520
2019-10-04,530
2019-10-05,515
2019-10-06,508
2019-10-07,499
2019-10-08,496
2019-10-09,495
2019-10-10,498
2019-10-11,502
2019-10-12,499
2019-10-13,495
2019-10-14,493
2019-10-15,490
2019-10-16,489
2019-10-17,486
2019-10-18,474
2019-10-19,465
2019-10-20,457
2019-10-21,453
2019-10-22,438
2019-10-23,429
2019-10-24,421
2019-10-25,423
2019-10-26,424
2019-10-27,428
2019-10-28,440
2019-10-29,439
2019-10-30,432
2019-10-31,436
2019-11-01,439
2019-11-02,436
2019-11-03,419
2019-11-04,418
2019-11-05,416
2019-11-06,417
2019-11-07,421
2019-11-08,427
2019-11-09,409
2019-11-10,391
2019-11-11,381
2019-11-12,384
2019-11-13,378
2019-11-14,377
2019-11-15,371
2019-11-16,375
2019-11-17,377
2019-11-18,387
2019-11-19,373
2019-11-20,363
2019-11-21,362
2019-11-22,366
2019-11-23,369
2019-11-24,366
2019-11-25,373
2019-11-26,381
2019-11-27,378
2019-11-28,390
2019-11-29,385
2019-11-30,372
2019-12-01,368
2019-12-02,356
2019-12-03,344
2019-12-04,337
2019-12-05,324
2019-12-06,313
2019-12-07,312
2019-12-08,318
2019-12-09,320
2019-12-10,325
2019-12-11,326
2019-12-12,329
2019-12-13,323
2019-12-14,321
2019-12-15,310
2019-12-16,301
2019-12-17,298
2019-12-18,292
2019-12-19,300
2019-12-20,306
2019-12-21,310
2019-12-22,314
2019-12-23,314
2019-12-24,324
2019-12-25,330
2019-12-26,334
2019-12-27,329
2019-12-28,334
2019-12-29,332
2019-12-30,332
2019-12-31,325
2020-01-01,318
2020-01-02,310
2020-01-03,304
2020-01-04,311
2020-01-05,314
2020-01-06,314
2020-01-07,313
2020-01-08,307
2020-01-09,306
2020-01-10,305
2020-01-11,301
2020-01-12,300
2020-01-13,298
2020-01-14,298
2020-01-15,299
2020-01-16,294
2020-01-17,290
2020-01-18,286
2020-01-19,284
2020-01-20,278
2020-01-21,265
2020-01-22,260
2020-01-23,252
2020-01-24,243
2020-01-25,233
2020-01-26,224
2020-01-27,219
2020-01-28,213
2020-01-29,207
2020-01-30,204
2020-01-31,200
2020-02-01,195
2020-02-02,189
2020-02-03,193
2020-02-04,190
2020-02-05,185
2020-02-06,177
2020-02-07,170
2020-02-08,166
2020-02-09,162
2020-02-10,164
2020-02-11,162
2020-02-12,156
2020-02-13,164
2020-02-14,167
2020-02-15,170
2020-02-16,168
2020-02-17,168
2020-02-18,165
2020-02-19,162
2020-02-20,162
2020-02-21,159
2020-02-22,155
2020-02-23,147
2020-02-24,141
2020-02-25,135
2020-02-26,132
2020-02-27,134
2020-02-28,136
2020-02-29,132
2020-03-01,129
2020-03-02,127
2020-03-03,123
2020-03-04,119
2020-03-05,114
2020-03-06,109
2020-03-07,106
2020-03-08,106
2020-03-09,106
2020-03-10,102
2020-03-11,100
2020-03-12,97
2020-03-13,94
2020-03-14,91
2020-03-15,86
2020-03-16,82
2020-03-17,77
2020-03-18,73
2020-03-19,70
2020-03-20,68
2020-03-21,66
2020-03-22,62
2020-03-23,61
2020-03-24,65
2020-03-25,68
2020-03-26,72
2020-03-27,76
2020-03-28,80
2020-03-29,84
2020-03-30,89
2020-03-31,94
2020-04-01,97
2020-04-02,94
2020-04-03,90
2020-04-04,85
2020-04-05,81
2020-04-06,78
2020-04-07,75
2020-04-08,74
2020-04-09,73
2020-04-10,71
2020-04-11,69
2020-04-12,70
2020-04-13,72
2020-04-14,72
2020-04-15,72
2020-04-16,72
2020-04-17,73
2020-04-18,73
2020-04-19,76
2020-04-20,79
2020-04-21,82
2020-04-22,85
2020-04-23,85
2020-04-24,85
2020-04-25,86
2020-04-26,88
2020-04-27,89
2020-04-28,89
2020-04-29,87
2020-04-30,87
2020-05-01,88
2020-05-02,88
2020-05-03,88
2020-05-04,87
2020-05-05,86
2020-05-06,85
2020-05-07,85
2020-05-08,84
2020-05-09,85
2020-05-10,86
2020-05-11,88
2020-05-12,88
2020-05-13,90
