date_obj,Fishing%20rod price
2017-04-18,56
2017-04-19,56
2017-04-20,55
2017-04-21,55
2017-04-22,53
2017-04-23,50
2017-04-24,49
2017-04-25,49
2017-04-26,49
2017-04-27,51
2017-04-28,53
2017-04-29,55
2017-04-30,56
2017-05-01,56
2017-05-02,56
2017-05-03,56
2017-05-04,56
2017-05-05,57
2017-05-06,56
2017-05-07,56
2017-05-08,56
2017-05-09,54
2017-05-10,51
2017-05-11,50
2017-05-12,51
2017-05-13,54
2017-05-14,51
2017-05-15,48
2017-05-16,45
2017-05-17,42
2017-05-18,39
2017-05-19,37
2017-05-20,37
2017-05-21,37
2017-05-22,37
2017-05-23,36
2017-05-24,37
2017-05-25,37
2017-05-26,37
2017-05-27,39
2017-05-28,40
2017-05-29,41
2017-05-30,44
2017-05-31,46
2017-06-01,48
2017-06-02,51
2017-06-03,54
2017-06-04,57
2017-06-05,59
2017-06-06,61
2017-06-07,64
2017-06-08,64
2017-06-09,67
2017-06-10,70
2017-06-11,73
2017-06-12,76
2017-06-13,80
2017-06-14,83
2017-06-15,86
2017-06-16,91
2017-06-17,96
2017-06-18,100
2017-06-19,100
2017-06-20,103
2017-06-21,100
2017-06-22,97
2017-06-23,97
2017-06-24,97
2017-06-25,97
2017-06-26,96
2017-06-27,96
2017-06-28,100
2017-06-29,103
2017-06-30,108
2017-07-01,108
2017-07-02,113
2017-07-03,116
2017-07-04,120
2017-07-05,120
2017-07-06,124
2017-07-07,125
2017-07-08,121
2017-07-13,122
2017-07-14,117
2017-07-15,117
2017-07-16,119
2017-07-17,120
2017-07-18,124
2017-07-19,121
2017-07-20,122
2017-07-21,124
2017-07-22,127
2017-07-23,130
2017-07-24,129
2017-07-25,131
2017-07-26,133
2017-07-27,137
2017-07-28,138
2017-07-29,143
2017-07-30,140
2017-07-31,140
2017-08-01,144
2017-08-02,148
2017-08-03,154
2017-08-04,157
2017-08-05,160
2017-08-06,162
2017-08-09,156
2017-08-10,162
2017-08-11,168
2017-08-12,173
2017-08-13,178
2017-08-14,180
2017-08-15,184
2017-08-16,175
2017-08-17,166
2017-08-18,166
2017-08-19,162
2017-08-20,153
2017-08-21,146
2017-08-22,138
2017-08-23,131
2017-08-24,124
2017-08-25,117
2017-08-26,111
2017-08-27,105
2017-08-28,105
2017-08-29,106
2017-08-30,107
2017-08-31,112
2017-09-01,118
2017-09-02,118
2017-09-03,118
2017-09-04,120
2017-09-05,125
2017-09-06,127
2017-09-07,125
2017-09-08,125
2017-09-09,130
2017-09-10,134
2017-09-11,135
2017-09-12,128
2017-09-13,125
2017-09-14,124
2017-09-15,124
2017-09-16,121
2017-09-17,116
2017-09-18,113
2017-09-19,116
2017-09-20,118
2017-09-21,123
2017-09-22,121
2017-09-23,114
2017-09-24,108
2017-09-25,105
2017-09-26,110
2017-09-27,112
2017-09-28,114
2017-09-29,113
2017-09-30,111
2017-10-01,109
2017-10-02,104
2017-10-03,101
2017-10-04,101
2017-10-05,98
2017-10-06,94
2017-10-07,92
2017-10-08,93
2017-10-09,92
2017-10-10,92
2017-10-11,92
2017-10-12,92
2017-10-13,88
2017-10-14,88
2017-10-15,88
2017-10-16,88
2017-10-17,88
2017-10-18,89
2017-10-19,92
2017-10-20,94
2017-10-21,96
2017-10-22,93
2017-10-23,88
2017-10-24,88
2017-10-25,91
2017-10-26,94
2017-10-27,97
2017-10-28,97
2017-10-29,99
2017-10-30,101
2017-10-31,105
2017-11-01,105
2017-11-02,105
2017-11-03,105
2017-11-04,106
2017-11-05,110
2017-11-06,113
2017-11-07,114
2017-11-08,109
2017-11-09,105
2017-11-10,107
2017-11-11,109
2017-11-12,108
2017-11-13,109
2017-11-14,111
2017-11-15,113
2017-11-16,109
2017-11-17,114
2017-11-18,116
2017-11-19,116
2017-11-20,117
2017-11-21,113
2017-11-22,108
2017-11-23,109
2017-11-24,112
2017-11-25,108
2017-11-26,106
2017-11-27,106
2017-11-28,106
2017-11-29,106
2017-11-30,102
2017-12-01,99
2017-12-02,96
2017-12-03,96
2017-12-04,96
2017-12-05,94
2017-12-06,94
2017-12-07,93
2017-12-08,90
2017-12-09,88
2017-12-10,87
2017-12-11,85
2017-12-12,87
2017-12-13,90
2017-12-14,92
2017-12-15,93
2017-12-16,94
2017-12-17,93
2017-12-18,92
2017-12-19,91
2017-12-20,87
2017-12-21,87
2017-12-22,86
2017-12-23,85
2017-12-24,87
2017-12-25,86
2017-12-26,85
2017-12-27,84
2017-12-28,84
2017-12-29,85
2017-12-30,84
2017-12-31,81
2018-01-01,80
2018-01-02,77
2018-01-03,73
2018-01-04,69
2018-01-05,69
2018-01-06,66
2018-01-07,66
2018-01-08,69
2018-01-09,72
2018-01-10,72
2018-01-11,68
2018-01-12,68
2018-01-13,67
2018-01-14,68
2018-01-15,66
2018-01-16,64
2018-01-17,60
2018-01-18,57
2018-01-19,57
2018-01-20,54
2018-01-21,51
2018-01-22,48
2018-01-23,45
2018-01-24,43
2018-01-25,44
2018-01-26,43
2018-01-27,43
2018-01-28,41
2018-01-29,42
2018-01-30,44
2018-01-31,43
2018-02-01,45
2018-02-02,47
2018-02-03,47
2018-02-04,47
2018-02-05,47
2018-02-06,49
2018-02-07,50
2018-02-08,52
2018-02-09,55
2018-02-10,58
2018-02-11,59
2018-02-12,59
2018-02-13,61
2018-02-14,64
2018-02-15,62
2018-02-16,58
2018-02-17,60
2018-02-18,61
2018-02-19,63
2018-02-20,66
2018-02-21,69
2018-02-22,73
2018-02-23,77
2018-02-24,80
2018-02-25,83
2018-02-26,88
2018-02-27,93
2018-02-28,97
2018-03-01,101
2018-03-02,105
2018-03-03,101
2018-03-04,99
2018-03-05,100
2018-03-06,99
2018-03-07,102
2018-03-08,106
2018-03-09,110
2018-03-10,114
2018-03-11,111
2018-03-12,109
2018-03-13,108
2018-03-14,110
2018-03-15,114
2018-03-16,118
2018-03-17,123
2018-03-18,130
2018-03-20,138
2018-03-21,145
2018-03-23,155
2018-03-24,149
2018-03-25,141
2018-03-26,133
2018-03-27,126
2018-03-28,119
2018-03-29,113
2018-03-30,111
2018-03-31,110
2018-04-01,109
2018-04-02,112
2018-04-03,117
2018-04-04,122
2018-04-05,129
2018-04-06,135
2018-04-07,142
2018-04-08,149
2018-04-09,147
2018-04-10,139
2018-04-11,132
2018-04-12,125
2018-04-13,118
2018-04-14,112
2018-04-15,106
2018-04-16,100
2018-04-17,95
2018-04-18,96
2018-04-19,92
2018-04-20,91
2018-04-21,95
2018-04-22,99
2018-04-23,102
2018-04-24,108
2018-04-25,111
2018-04-26,116
2018-04-27,119
2018-04-28,120
2018-04-29,123
2018-04-30,129
2018-05-01,130
2018-05-02,131
2018-05-03,130
2018-05-04,130
2018-05-05,124
2018-05-06,119
2018-05-07,115
2018-05-08,109
2018-05-09,103
2018-05-10,98
2018-05-11,99
2018-05-12,99
2018-05-13,99
2018-05-14,96
2018-05-15,92
2018-05-16,88
2018-05-17,85
2018-05-18,84
2018-05-19,83
2018-05-20,79
2018-05-21,75
2018-05-22,72
2018-05-23,74
2018-05-24,76
2018-05-25,80
2018-05-26,82
2018-05-27,78
2018-05-28,80
2018-05-29,80
2018-05-30,81
2018-05-31,83
2018-06-01,87
2018-06-02,91
2018-06-03,96
2018-06-04,97
2018-06-05,98
2018-06-06,101
2018-06-07,105
2018-06-08,109
2018-06-09,114
2018-06-10,118
2018-06-11,121
2018-06-12,122
2018-06-13,121
2018-06-14,124
2018-06-15,129
2018-06-16,127
2018-06-17,128
2018-06-18,129
2018-06-19,131
2018-06-20,124
2018-06-21,117
2018-06-22,111
2018-06-23,105
2018-06-24,99
2018-06-25,94
2018-06-26,89
2018-06-27,88
2018-06-28,88
2018-06-29,87
2018-06-30,82
2018-07-01,77
2018-07-02,73
2018-07-03,69
2018-07-04,65
2018-07-05,61
2018-07-06,57
2018-07-07,54
2018-07-08,51
2018-07-09,50
2018-07-10,52
2018-07-11,54
2018-07-12,55
2018-07-13,56
2018-07-14,55
2018-07-15,52
2018-07-16,50
2018-07-17,47
2018-07-18,45
2018-07-19,47
2018-07-20,49
2018-07-21,51
2018-07-22,52
2018-07-23,51
2018-07-24,52
2018-07-25,51
2018-07-26,53
2018-07-27,56
2018-07-28,59
2018-07-29,61
2018-07-30,60
2018-07-31,60
2018-08-01,58
2018-08-02,58
2018-08-03,56
2018-08-04,56
2018-08-05,55
2018-08-06,53
2018-08-07,50
2018-08-08,53
2018-08-09,54
2018-08-10,53
2018-08-11,50
2018-08-12,49
2018-08-14,49
2018-08-16,50
2018-08-17,49
2018-08-18,49
2018-08-19,49
2018-08-20,49
2018-08-21,48
2018-08-22,50
2018-08-23,50
2018-08-24,52
2018-08-25,55
2018-08-26,57
2018-08-27,60
2018-08-28,60
2018-08-29,63
2018-08-30,67
2018-08-31,70
2018-09-01,66
2018-09-02,66
2018-09-03,66
2018-09-04,69
2018-09-05,73
2018-09-06,77
2018-09-07,79
2018-09-08,81
2018-09-09,86
2018-09-10,88
2018-09-11,84
2018-09-12,80
2018-09-13,80
2018-09-14,81
2018-09-15,86
2018-09-16,91
2018-09-17,96
2018-09-18,101
2018-09-19,106
2018-09-20,111
2018-09-21,111
2018-09-22,113
2018-09-23,111
2018-09-24,112
2018-09-25,114
2018-09-26,118
2018-09-27,122
2018-09-28,125
2018-09-29,129
2018-09-30,123
2018-10-01,121
2018-10-02,121
2018-10-03,118
2018-10-04,120
2018-10-05,123
2018-10-06,123
2018-10-07,118
2018-10-08,114
2018-10-09,114
2018-10-10,114
2018-10-11,114
2018-10-12,112
2018-10-13,113
2018-10-14,114
2018-10-15,112
2018-10-16,113
2018-10-17,114
2018-10-18,114
2018-10-19,114
2018-10-20,114
2018-10-21,114
2018-10-22,113
2018-10-23,113
2018-10-24,113
2018-10-25,113
2018-10-26,113
2018-10-27,109
2018-10-28,107
2018-10-29,110
2018-10-30,114
2018-10-31,113
2018-11-01,113
2018-11-03,114
2018-11-04,113
2018-11-05,110
2018-11-06,107
2018-11-07,104
2018-11-08,106
2018-11-09,106
2018-11-10,103
2018-11-11,101
2018-11-12,98
2018-11-13,94
2018-11-14,90
2018-11-15,89
2018-11-16,88
2018-11-17,86
2018-11-18,87
2018-11-19,89
2018-11-20,90
2018-11-21,87
2018-11-22,87
2018-11-23,88
2018-11-24,90
2018-11-25,92
2018-11-26,93
2018-11-27,94
2018-11-28,97
2018-11-29,98
2018-12-01,106
2018-12-02,109
2018-12-03,110
2018-12-04,111
2018-12-05,112
2018-12-07,112
2018-12-09,105
2018-12-10,101
2018-12-11,101
2018-12-12,103
2018-12-13,106
2018-12-14,105
2018-12-15,104
2018-12-16,101
2018-12-17,96
2018-12-18,96
2018-12-19,98
2018-12-20,100
2018-12-21,98
2018-12-22,98
2018-12-23,98
2018-12-24,100
2018-12-25,104
2018-12-26,105
2018-12-27,100
2018-12-28,98
2018-12-29,98
2018-12-30,98
2018-12-31,98
2019-01-01,97
2019-01-02,97
2019-01-03,98
2019-01-04,98
2019-01-05,99
2019-01-06,99
2019-01-08,98
2019-01-10,97
2019-01-11,97
2019-01-12,96
2019-01-13,95
2019-01-14,94
2019-01-15,94
2019-01-16,91
2019-01-17,91
2019-01-18,88
2019-01-19,88
2019-01-20,90
2019-01-21,87
2019-01-22,89
2019-01-23,93
2019-01-24,97
2019-01-25,98
2019-01-26,100
2019-01-27,99
2019-01-28,99
2019-01-29,99
2019-01-30,99
2019-01-31,99
2019-02-01,99
2019-02-02,99
2019-02-03,101
2019-02-04,98
2019-02-05,99
2019-02-06,99
2019-02-07,99
2019-02-08,98
2019-02-09,98
2019-02-10,98
2019-02-11,93
2019-02-12,88
2019-02-13,83
2019-02-14,81
2019-02-15,79
2019-02-16,79
2019-02-17,79
2019-02-18,79
2019-02-19,75
2019-02-20,74
2019-02-21,72
2019-02-22,71
2019-02-23,70
2019-02-24,69
2019-02-25,67
2019-02-26,65
2019-02-27,63
2019-02-28,63
2019-03-01,63
2019-03-02,63
2019-03-03,60
2019-03-04,57
2019-03-05,54
2019-03-06,51
2019-03-07,50
2019-03-08,50
2019-03-09,47
2019-03-10,44
2019-03-11,46
2019-03-12,47
2019-03-13,47
2019-03-14,46
2019-03-15,45
2019-03-16,46
2019-03-17,47
2019-03-18,46
2019-03-19,46
2019-03-20,48
2019-03-21,51
2019-03-22,53
2019-03-23,52
2019-03-24,54
2019-03-25,51
2019-03-26,52
2019-03-27,49
2019-03-28,46
2019-03-29,48
2019-03-30,49
2019-03-31,50
2019-04-01,49
2019-04-02,46
2019-04-03,43
2019-04-04,44
2019-04-05,44
2019-04-06,41
2019-04-07,38
2019-04-08,37
2019-04-09,35
2019-04-10,33
2019-04-11,32
2019-04-12,32
2019-04-13,31
2019-04-14,30
2019-04-15,28
2019-04-16,27
2019-04-17,26
2019-04-18,25
2019-04-19,24
2019-04-20,24
2019-04-21,24
2019-04-22,23
2019-04-23,22
2019-04-24,23
2019-04-25,22
2019-04-26,21
2019-04-27,19
2019-04-28,18
2019-04-29,17
2019-04-30,16
2019-05-01,15
2019-05-02,15
2019-05-03,14
2019-05-04,14
2019-05-05,14
2019-05-06,14
2019-05-07,14
2019-05-08,14
2019-05-09,14
2019-05-10,14
2019-05-11,15
2019-05-12,15
2019-05-13,15
2019-05-14,15
2019-05-15,15
2019-05-16,15
2019-05-17,15
2019-05-18,15
2019-05-19,15
2019-05-20,14
2019-05-21,13
2019-05-22,12
2019-05-23,13
2019-05-24,14
2019-05-25,15
2019-05-26,15
2019-05-27,15
2019-05-28,15
2019-05-29,15
2019-05-30,16
2019-05-31,17
2019-06-01,18
2019-06-02,19
2019-06-03,20
2019-06-04,21
2019-06-05,23
2019-06-06,23
2019-06-07,21
2019-06-08,19
2019-06-09,18
2019-06-10,17
2019-06-11,17
2019-06-12,18
2019-06-13,18
2019-06-14,18
2019-06-15,17
2019-06-16,16
2019-06-17,15
2019-06-18,15
2019-06-19,15
2019-06-20,15
2019-06-21,16
2019-06-22,17
2019-06-23,18
2019-06-24,17
2019-06-25,16
2019-06-26,15
2019-06-27,14
2019-06-28,14
2019-06-29,14
2019-06-30,14
2019-07-01,15
2019-07-02,16
2019-07-03,17
2019-07-04,18
2019-07-05,19
2019-07-06,20
2019-07-07,21
2019-07-08,23
2019-07-09,25
2019-07-10,27
2019-07-11,29
2019-07-12,31
2019-07-13,33
2019-07-14,35
2019-07-15,37
2019-07-16,39
2019-07-17,41
2019-07-18,44
2019-07-19,46
2019-07-20,46
2019-07-21,47
2019-07-22,50
2019-07-23,52
2019-07-24,55
2019-07-25,57
2019-07-26,60
2019-07-27,63
2019-07-28,66
2019-07-29,70
2019-07-30,70
2019-07-31,69
2019-08-01,69
2019-08-02,69
2019-08-03,70
2019-08-04,68
2019-08-05,68
2019-08-06,71
2019-08-07,70
2019-08-08,71
2019-08-09,72
2019-08-10,72
2019-08-11,68
2019-08-12,64
2019-08-13,67
2019-08-14,69
2019-08-15,71
2019-08-16,71
2019-08-17,70
2019-08-18,70
2019-08-19,70
2019-08-20,70
2019-08-21,70
2019-08-22,74
2019-08-23,76
2019-08-24,79
2019-08-24,79
2019-08-25,82
2019-08-25,82
