date_obj,Iron%202h%20sword price
2016-11-09,21
2016-11-10,21
2016-11-11,21
2016-11-12,22
2016-11-13,22
2016-11-14,20
2016-12-07,24
2016-12-08,25
2016-12-09,25
2016-12-10,27
2016-12-11,26
2016-12-12,26
2016-12-13,26
2016-12-14,26
2016-12-15,26
2016-12-16,25
2016-12-17,24
2016-12-18,24
2016-12-19,24
2016-12-20,24
2016-12-21,24
2016-12-22,24
2016-12-23,23
2016-12-24,23
2016-12-25,24
2016-12-26,24
2016-12-27,25
2016-12-28,25
2016-12-29,26
2016-12-30,26
2016-12-31,27
2017-01-01,27
2017-01-02,26
2017-01-03,26
2017-01-04,24
2017-01-05,24
2017-01-06,23
2017-01-07,23
2017-01-08,23
2017-01-09,23
2017-01-10,23
2017-01-11,24
2017-01-12,24
2017-01-13,24
2017-01-14,23
2017-01-15,22
2017-01-16,22
2017-01-17,22
2017-01-18,22
2017-01-19,22
2017-01-20,21
2017-01-21,21
2017-01-22,21
2017-01-23,21
2017-01-27,22
2017-01-28,23
2017-01-29,24
2017-01-30,24
2017-01-31,24
2017-02-01,23
2017-02-02,23
2017-02-03,23
2017-02-04,22
2017-02-05,22
2017-02-06,21
2017-02-07,21
2017-02-08,21
2017-02-09,21
2017-02-10,22
2017-02-11,22
2017-02-12,22
2017-02-13,22
2017-02-14,22
2017-02-15,22
2017-02-16,22
2017-02-18,22
2017-02-19,22
2017-02-20,22
2017-02-21,21
2017-02-22,21
2017-02-23,19
2017-02-24,19
2017-02-25,20
2017-02-26,20
2017-02-27,20
2017-02-28,20
2017-03-01,20
2017-03-02,20
2017-03-03,20
2017-03-04,20
2017-03-05,20
2017-03-06,20
2017-03-07,20
2017-03-08,21
2017-03-09,21
2017-03-10,21
2017-03-11,22
2017-03-12,22
2017-03-13,23
2017-03-14,23
2017-03-15,24
2017-03-16,24
2017-03-17,24
2017-03-18,24
2017-03-19,26
2017-03-20,26
2017-03-21,27
2017-03-22,27
2017-03-23,29
2017-03-24,29
2017-03-25,29
2017-03-26,28
2017-03-27,27
2017-03-28,27
2017-03-29,26
2017-03-30,26
2017-03-31,25
2017-04-01,25
2017-04-02,24
2017-04-03,24
2017-04-04,24
2017-04-12,26
2017-04-13,26
2017-04-14,26
2017-04-15,27
2017-04-16,28
2017-04-17,28
2017-04-18,28
2017-04-19,28
2017-04-20,28
2017-04-21,29
2017-04-22,29
2017-04-23,29
2017-04-24,29
2017-04-25,30
2017-04-26,30
2017-04-27,29
2017-04-28,29
2017-04-29,28
2017-04-30,28
2017-05-01,28
2017-05-02,26
2017-05-03,26
2017-05-04,25
2017-05-05,25
2017-05-06,25
2017-05-07,25
2017-05-08,25
2017-05-09,23
2017-05-10,23
2017-05-11,22
2017-05-12,23
2017-05-13,23
2017-05-14,23
2017-05-15,24
2017-05-16,26
2017-05-17,26
2017-05-18,28
2017-05-19,28
2017-05-20,29
2017-05-21,29
2017-05-22,30
2017-05-23,30
2017-05-24,30
2017-05-25,30
2017-05-26,30
2017-05-27,30
2017-05-28,30
2017-05-29,28
2017-05-30,28
2017-05-31,27
2017-06-01,27
2017-06-02,27
2017-06-03,27
2017-06-04,26
2017-06-06,25
2017-06-07,25
2017-06-08,25
2017-06-09,25
2017-06-10,24
2017-06-11,24
2017-06-12,24
2017-06-13,25
2017-06-14,26
2017-06-15,26
2017-06-16,26
2017-06-17,26
2017-06-18,25
2017-06-19,25
2017-06-20,24
2017-06-21,24
2017-06-22,24
2017-06-23,24
2017-06-24,25
2017-06-25,25
2017-06-26,25
2017-06-27,25
2017-06-28,25
2017-06-29,25
2017-06-30,25
2017-07-01,26
2017-07-02,26
2017-07-03,27
2017-07-04,27
2017-07-05,27
2017-07-06,27
2017-07-07,27
2017-07-08,26
2017-07-13,29
2017-07-14,29
2017-07-15,29
2017-07-16,30
2017-07-17,29
2017-07-18,29
2017-07-19,28
2017-07-20,28
2017-07-21,28
2017-07-22,28
2017-07-23,28
2017-07-24,28
2017-07-25,28
2017-07-26,29
2017-07-27,29
2017-07-28,29
2017-07-29,30
2017-07-30,31
2017-07-31,31
2017-08-01,32
2017-08-02,32
2017-08-03,32
2017-08-04,32
2017-08-05,33
2017-08-06,33
2017-08-09,34
2017-08-10,36
2017-08-11,36
2017-08-12,35
2017-08-13,35
2017-08-14,35
2017-08-15,36
2017-08-16,36
2017-08-17,36
2017-08-18,36
2017-08-19,36
2017-08-20,36
2017-08-21,36
2017-08-22,36
2017-08-23,36
2017-08-24,37
2017-08-25,37
2017-08-26,37
2017-08-27,37
2017-08-28,37
2017-08-29,37
2017-08-30,37
2017-08-31,37
2017-09-01,36
2017-09-02,35
2017-09-03,35
2017-09-04,34
2017-09-05,34
2017-09-06,34
2017-09-07,34
2017-09-08,34
2017-09-09,35
2017-09-10,34
2017-09-11,32
2017-09-12,32
2017-09-13,31
2017-09-14,30
2017-09-15,30
2017-09-16,29
2017-09-17,29
2017-09-19,28
2017-09-20,26
2017-09-21,26
2017-09-22,24
2017-09-23,24
2017-09-24,22
2017-09-25,20
2017-09-26,19
2017-09-27,19
2017-09-28,19
2017-09-29,19
2017-09-30,19
2017-10-01,18
2017-10-02,18
2017-10-03,18
2017-10-04,18
2017-10-05,18
2017-10-06,18
2017-10-07,18
2017-10-08,18
2017-10-09,18
2017-10-10,19
2017-10-11,19
2017-10-12,19
2017-10-13,18
2017-10-14,17
2017-10-15,17
2017-10-16,17
2017-10-17,17
2017-10-18,18
2017-10-19,18
2017-10-20,18
2017-10-21,18
2017-10-22,18
2017-10-23,18
2017-10-24,19
2017-10-25,20
2017-10-26,20
2017-10-27,21
2017-10-28,21
2017-10-29,21
2017-10-30,20
2017-10-31,20
2017-11-01,20
2017-11-02,20
2017-11-03,20
2017-11-04,20
2017-11-05,20
2017-11-06,21
2017-11-07,21
2017-11-08,22
2017-11-09,22
2017-11-10,22
2017-11-11,23
2017-11-12,25
2017-11-13,25
2017-11-14,26
2017-11-15,26
2017-11-16,27
2017-11-17,27
2017-11-18,27
2017-11-19,27
2017-11-20,27
2017-11-21,27
2017-11-22,27
2017-11-23,26
2017-11-24,26
2017-11-25,25
2017-11-26,24
2017-11-27,24
2017-11-28,22
2017-11-29,21
2017-11-30,21
2017-12-01,22
2017-12-02,22
2017-12-03,22
2017-12-04,22
2017-12-05,21
2017-12-06,21
2017-12-07,22
2017-12-08,22
2017-12-09,23
2017-12-10,23
2017-12-11,23
2017-12-12,23
2017-12-13,23
2017-12-14,22
2017-12-15,22
2017-12-16,22
2017-12-17,21
2017-12-18,20
2017-12-19,20
2017-12-20,19
2017-12-21,19
2017-12-22,19
2017-12-23,19
2017-12-24,19
2017-12-25,19
2017-12-26,19
2017-12-27,19
2017-12-28,19
2017-12-29,20
2017-12-30,20
2017-12-31,20
2018-01-01,20
2018-01-02,19
2018-01-03,18
2018-01-04,17
2018-01-05,17
2018-01-06,17
2018-01-07,18
2018-01-08,18
2018-01-09,18
2018-01-10,18
2018-01-11,18
2018-01-12,18
2018-01-13,19
2018-01-14,20
2018-01-15,20
2018-01-16,20
2018-01-17,20
2018-01-18,20
2018-01-19,20
2018-01-20,20
2018-01-21,20
2018-01-22,20
2018-01-23,21
2018-01-25,22
2018-01-26,22
2018-01-27,22
2018-01-28,21
2018-01-29,20
2018-01-30,20
2018-01-31,20
2018-02-01,20
2018-02-02,20
2018-02-03,20
2018-02-04,20
2018-02-05,20
2018-02-06,20
2018-02-07,20
2018-02-08,20
2018-02-09,21
2018-02-10,21
2018-02-11,21
2018-02-12,21
2018-02-13,21
2018-02-14,20
2018-02-15,20
2018-02-16,20
2018-02-17,19
2018-02-18,19
2018-02-19,19
2018-02-20,19
2018-02-21,20
2018-02-22,21
2018-02-23,23
2018-02-24,24
2018-02-25,24
2018-02-26,24
2018-02-27,25
2018-02-28,24
2018-03-01,24
2018-03-02,23
2018-03-03,21
2018-03-04,21
2018-03-05,20
2018-03-06,21
2018-03-07,22
2018-03-08,23
2018-03-09,24
2018-03-10,25
2018-03-11,26
2018-03-12,27
2018-03-13,28
2018-03-14,29
2018-03-15,30
2018-03-16,30
2018-03-17,30
2018-03-18,30
2018-03-19,30
2018-03-20,31
2018-03-21,31
2018-03-23,32
2018-03-24,33
2018-03-25,34
2018-03-26,34
2018-03-27,35
2018-03-28,36
2018-03-29,37
2018-03-30,38
2018-03-31,39
2018-04-01,39
2018-04-02,39
2018-04-03,39
2018-04-04,40
2018-04-05,40
2018-04-06,42
2018-04-07,42
2018-04-08,43
2018-04-09,45
2018-04-10,45
2018-04-11,44
2018-04-12,44
2018-04-13,43
2018-04-14,42
2018-04-15,43
2018-04-16,43
2018-04-17,41
2018-04-18,38
2018-04-19,37
2018-04-20,38
2018-04-21,38
2018-04-22,39
2018-04-23,39
2018-04-24,38
2018-04-25,38
2018-04-26,38
2018-04-27,38
2018-04-28,39
2018-04-29,39
2018-04-30,40
2018-05-01,42
2018-05-04,46
2018-05-05,45
2018-05-06,45
2018-05-07,46
2018-05-08,48
2018-05-09,50
2018-05-10,50
2018-05-11,49
2018-05-12,50
2018-05-13,50
2018-05-14,51
2018-05-15,53
2018-05-16,54
2018-05-17,55
2018-05-18,54
2018-05-19,56
2018-05-20,57
2018-05-21,58
2018-05-22,58
2018-05-23,58
2018-05-24,57
2018-05-25,57
2018-05-26,59
2018-05-27,59
2018-05-28,60
2018-05-29,60
2018-05-30,61
2018-05-31,61
2018-06-01,63
2018-06-02,64
2018-06-03,67
2018-06-04,66
2018-06-05,64
2018-06-06,61
2018-06-07,61
2018-06-08,58
2018-06-09,57
2018-06-10,58
2018-06-11,59
2018-06-12,59
2018-06-13,61
2018-06-14,62
2018-06-15,64
2018-06-16,61
2018-06-17,61
2018-06-18,60
2018-06-19,63
2018-06-20,63
2018-06-21,65
2018-06-22,65
2018-06-23,65
2018-06-24,64
2018-06-25,65
2018-06-26,64
2018-06-27,65
2018-06-28,68
2018-06-29,69
2018-06-30,68
2018-07-01,67
2018-07-02,67
2018-07-03,65
2018-07-04,61
2018-07-05,59
2018-07-06,58
2018-07-07,57
2018-07-08,55
2018-07-09,53
2018-07-10,51
2018-07-11,50
2018-07-12,48
2018-07-13,47
2018-07-14,48
2018-07-15,46
2018-07-16,48
2018-07-17,51
2018-07-18,53
2018-07-19,55
2018-07-20,55
2018-07-21,55
2018-07-22,53
2018-07-23,53
2018-07-24,54
2018-07-25,53
2018-07-26,53
2018-07-27,53
2018-07-28,53
2018-07-29,53
2018-07-30,53
2018-07-31,55
2018-08-01,55
2018-08-02,57
2018-08-03,56
2018-08-04,55
2018-08-05,54
2018-08-06,53
2018-08-07,50
2018-08-08,50
2018-08-09,52
2018-08-10,55
2018-08-11,56
2018-08-12,55
2018-08-14,54
2018-08-16,54
2018-08-17,56
2018-08-18,53
2018-08-19,54
2018-08-20,55
2018-08-21,56
2018-08-22,57
2018-08-23,58
2018-08-24,57
2018-08-25,56
2018-08-26,54
2018-08-27,51
2018-08-28,51
2018-08-29,52
2018-08-30,53
2018-08-31,55
2018-09-01,57
2018-09-02,60
2018-09-03,62
2018-09-04,62
2018-09-05,64
2018-09-06,65
2018-09-07,67
2018-09-08,68
2018-09-09,65
2018-09-10,68
2018-09-11,69
2018-09-12,68
2018-09-13,66
2018-09-14,65
2018-09-15,63
2018-09-16,60
2018-09-17,59
2018-09-18,61
2018-09-19,60
2018-09-20,60
2018-09-21,60
2018-09-22,59
2018-09-23,59
2018-09-24,61
2018-09-25,65
2018-09-26,68
2018-09-27,70
2018-09-28,72
2018-09-29,69
2018-09-30,67
2018-10-01,67
2018-10-02,66
2018-10-03,63
2018-10-04,61
2018-10-05,61
2018-10-06,59
2018-10-07,58
2018-10-08,59
2018-10-09,58
2018-10-10,61
2018-10-11,64
2018-10-12,65
2018-10-13,67
2018-10-14,64
2018-10-15,63
2018-10-16,62
2018-10-17,65
2018-10-18,67
2018-10-19,69
2018-10-20,70
2018-10-21,71
2018-10-22,71
2018-10-23,69
2018-10-24,67
2018-10-25,63
2018-10-26,61
2018-10-27,58
2018-10-28,55
2018-10-29,54
2018-10-30,52
2018-10-31,51
2018-11-01,52
2018-11-03,52
2018-11-04,52
2018-11-05,50
2018-11-06,47
2018-11-07,44
2018-11-08,42
2018-11-09,41
2018-11-10,39
2018-11-11,37
2018-11-12,36
2018-11-13,36
2018-11-14,35
2018-11-15,34
2018-11-16,33
2018-11-17,32
2018-11-18,31
2018-11-19,30
2018-11-20,30
2018-11-21,29
2018-11-22,29
2018-11-23,29
2018-11-24,28
2018-11-25,28
2018-11-26,28
2018-11-27,29
2018-11-28,29
2018-11-29,29
2018-12-01,29
2018-12-02,29
2018-12-03,30
2018-12-05,32
2018-12-07,32
2018-12-09,31
2018-12-10,31
2018-12-11,31
2018-12-12,31
2018-12-13,30
2018-12-14,30
2018-12-15,30
2018-12-16,30
2018-12-17,29
2018-12-18,29
2018-12-19,29
2018-12-20,29
2018-12-21,29
2018-12-22,29
2018-12-23,30
2018-12-24,30
2018-12-25,29
2018-12-26,28
2018-12-27,28
2018-12-28,27
2018-12-29,27
2018-12-30,27
2018-12-31,28
2019-01-01,28
2019-01-02,28
2019-01-03,27
2019-01-04,27
2019-01-05,27
2019-01-06,27
2019-01-08,26
2019-01-10,26
2019-01-11,25
2019-01-12,24
2019-01-13,23
2019-01-14,22
2019-01-15,21
2019-01-16,20
2019-01-17,19
2019-01-18,19
2019-01-19,19
2019-01-20,19
2019-01-21,18
2019-01-22,18
2019-01-23,18
2019-01-24,18
2019-01-25,18
2019-01-26,18
2019-01-27,18
2019-01-28,18
2019-01-29,19
2019-01-30,20
2019-01-31,21
2019-02-01,22
2019-02-02,22
2019-02-03,22
2019-02-04,22
2019-02-05,22
2019-02-06,21
2019-02-07,21
2019-02-08,22
2019-02-09,23
2019-02-10,22
2019-02-11,22
2019-02-12,22
2019-02-13,21
2019-02-14,21
2019-02-15,22
2019-02-16,22
2019-02-17,21
2019-02-18,22
2019-02-19,23
2019-02-20,23
2019-02-21,22
2019-02-22,23
2019-02-23,23
2019-02-24,22
2019-02-25,23
2019-02-26,24
2019-02-27,25
2019-02-28,25
2019-03-01,25
2019-03-02,25
2019-03-03,24
2019-03-04,23
2019-03-05,23
2019-03-06,22
2019-03-07,22
2019-03-08,21
2019-03-09,21
2019-03-10,21
2019-03-11,21
2019-03-12,21
2019-03-13,21
2019-03-14,23
2019-03-15,23
2019-03-16,23
2019-03-17,24
2019-03-18,25
2019-03-19,26
2019-03-20,27
2019-03-21,29
2019-03-22,29
2019-03-23,28
2019-03-24,27
2019-03-25,27
2019-03-26,28
2019-03-27,28
2019-03-28,29
2019-03-29,30
2019-03-30,31
2019-03-31,31
2019-04-01,32
2019-04-02,31
2019-04-03,32
2019-04-04,32
2019-04-05,32
2019-04-06,32
2019-04-07,32
2019-04-08,32
2019-04-09,32
2019-04-10,33
2019-04-11,31
2019-04-12,32
2019-04-13,32
2019-04-14,32
2019-04-15,33
2019-04-16,35
2019-04-17,37
2019-04-18,39
2019-04-19,40
2019-04-20,41
2019-04-21,42
2019-04-22,43
2019-04-23,45
2019-04-24,47
2019-04-25,47
2019-04-26,47
2019-04-27,49
2019-04-28,50
2019-04-29,49
2019-04-30,49
2019-05-01,51
2019-05-02,53
2019-05-03,54
2019-05-04,52
2019-05-05,53
2019-05-06,53
2019-05-07,55
2019-05-08,56
2019-05-09,58
2019-05-10,59
2019-05-11,61
2019-05-12,64
2019-05-13,63
2019-05-14,62
2019-05-15,63
2019-05-16,67
2019-05-17,68
2019-05-18,69
2019-05-19,71
2019-05-20,71
2019-05-21,72
2019-05-22,74
2019-05-23,74
2019-05-24,74
2019-05-25,76
2019-05-26,76
2019-05-27,78
2019-05-28,78
2019-05-29,79
2019-05-30,75
2019-05-31,72
2019-06-01,68
2019-06-02,67
2019-06-03,70
2019-06-04,66
2019-06-05,62
2019-06-06,59
2019-06-07,58
2019-06-08,57
2019-06-09,56
2019-06-10,58
2019-06-11,59
2019-06-12,58
2019-06-13,56
2019-06-14,54
2019-06-15,51
2019-06-16,49
2019-06-17,46
2019-06-18,43
2019-06-19,40
2019-06-20,39
2019-06-21,38
2019-06-22,37
2019-06-23,37
2019-06-24,38
2019-06-25,39
2019-06-26,39
2019-06-27,40
2019-06-28,40
2019-06-29,40
2019-06-30,41
2019-07-01,41
2019-07-02,44
2019-07-03,46
2019-07-04,49
2019-07-05,52
2019-07-06,53
2019-07-07,54
2019-07-08,56
2019-07-09,58
2019-07-10,55
2019-07-11,55
2019-07-12,56
2019-07-13,59
2019-07-14,62
2019-07-15,61
2019-07-16,63
2019-07-17,63
2019-07-18,62
2019-07-19,64
2019-07-20,64
2019-07-21,66
2019-07-22,65
2019-07-23,65
2019-07-24,65
2019-07-25,65
2019-07-26,63
2019-07-27,60
2019-07-28,58
2019-07-29,57
2019-07-30,56
2019-07-31,55
2019-08-01,54
2019-08-02,52
2019-08-03,51
2019-08-04,49
2019-08-05,47
2019-08-06,47
2019-08-07,46
2019-08-08,44
2019-08-09,43
2019-08-10,41
2019-08-11,39
2019-08-12,38
2019-08-13,36
2019-08-14,34
2019-08-15,32
2019-08-16,31
2019-08-17,30
2019-08-18,30
2019-08-19,30
2019-08-20,30
2019-08-21,30
2019-08-22,31
2019-08-23,32
2019-08-24,31
2019-08-24,31
2019-08-25,30
2019-08-25,30
2019-08-26,30
2019-08-26,30
2019-08-27,29
2019-08-27,29
2019-08-28,29
2019-08-29,28
