date_obj,Priest%20gown%20(top) price
2015-10-11,138
2015-10-12,138
2015-10-13,132
2015-10-14,132
2015-10-15,127
2015-10-16,127
2015-10-17,125
2015-10-18,125
2015-10-19,119
2015-10-20,119
2015-10-21,116
2015-10-22,116
2015-10-23,115
2015-10-24,115
2015-10-25,115
2015-10-26,115
2015-10-27,116
2015-10-28,116
2015-10-29,112
2015-10-30,112
2015-10-31,111
2015-11-01,111
2015-11-02,111
2015-11-03,111
2015-11-04,116
2015-11-05,116
2015-11-06,115
2015-11-07,114
2015-11-08,114
2015-11-09,116
2015-11-10,116
2015-11-11,116
2015-11-12,117
2015-11-13,122
2015-11-14,122
2015-11-15,125
2015-11-16,125
2015-11-17,127
2015-11-18,127
2015-11-19,126
2015-11-20,126
2015-11-21,129
2015-11-22,134
2015-11-23,134
2015-11-24,133
2015-11-25,133
2015-11-26,136
2015-11-27,136
2015-11-28,136
2015-11-29,136
2015-11-30,132
2015-12-01,131
2015-12-02,131
2015-12-03,129
2015-12-04,129
2015-12-05,129
2015-12-06,129
2015-12-07,134
2015-12-08,134
2015-12-09,134
2015-12-10,141
2015-12-11,149
2015-12-12,149
2015-12-13,149
2015-12-14,155
2015-12-15,156
2015-12-16,156
2015-12-17,157
2015-12-18,157
2015-12-19,157
2015-12-20,165
2015-12-21,165
2015-12-22,174
2015-12-23,174
2015-12-24,174
2015-12-25,174
2015-12-26,177
2015-12-27,173
2015-12-28,173
2015-12-29,171
2015-12-30,171
2015-12-31,174
2016-01-01,174
2016-01-02,173
2016-01-03,172
2016-01-04,172
2016-01-05,172
2016-01-06,172
2016-01-07,170
2016-01-08,165
2016-01-09,165
2016-01-10,156
2016-01-11,156
2016-01-12,153
2016-01-13,153
2016-01-14,151
2016-01-15,151
2016-01-16,146
2016-01-17,146
2016-01-18,146
2016-01-19,146
2016-01-20,143
2016-01-21,143
2016-01-22,140
2016-01-23,140
2016-01-24,141
2016-01-25,139
2016-01-26,139
2016-01-27,141
2016-01-28,141
2016-01-29,138
2016-01-30,138
2016-01-31,137
2016-02-01,134
2016-02-02,134
2016-02-03,134
2016-02-04,127
2016-02-05,120
2016-02-06,114
2016-02-07,114
2016-02-08,108
2016-02-09,108
2016-02-10,108
2016-02-11,102
2016-02-12,100
2016-02-13,100
2016-02-14,100
2016-02-15,102
2016-02-16,102
2016-02-17,102
2016-02-18,105
2016-02-19,105
2016-02-20,105
2016-02-21,100
2016-02-22,100
2016-02-23,95
2016-02-24,95
2016-02-25,90
2016-02-26,90
2016-02-27,93
2016-02-28,93
2016-02-29,95
2016-03-01,95
2016-03-02,93
2016-03-03,96
2016-03-04,96
2016-03-05,98
2016-03-06,97
2016-03-07,97
2016-03-08,92
2016-03-09,92
2016-03-10,87
2016-03-11,87
2016-03-12,82
2016-03-13,82
2016-03-14,77
2016-03-15,75
2016-03-16,75
2016-03-17,71
2016-03-18,70
2016-03-19,70
2016-03-20,71
2016-03-21,71
2016-03-22,74
2016-03-23,73
2016-03-24,73
2016-03-25,75
2016-03-26,79
2016-03-27,79
2016-03-28,83
2016-03-29,83
2016-03-30,87
2016-03-31,87
2016-04-01,87
2016-04-02,87
2016-04-03,91
2016-04-04,91
2016-04-05,92
2016-04-06,92
2016-04-07,94
2016-04-08,98
2016-04-09,95
2016-04-10,95
2016-04-11,93
2016-04-12,92
2016-04-13,92
2016-04-14,92
2016-04-15,90
2016-04-16,90
2016-04-17,89
2016-04-18,89
2016-04-19,89
2016-04-20,89
2016-04-21,85
2016-04-22,80
2016-04-23,80
2016-04-24,76
2016-04-25,72
2016-04-26,72
2016-04-27,72
2016-04-28,68
2016-04-29,64
2016-04-30,60
2016-05-01,60
2016-05-02,57
2016-05-03,54
2016-05-04,54
2016-05-05,51
2016-05-06,51
2016-05-07,49
2016-05-08,49
2016-05-09,50
2016-05-10,51
2016-05-11,51
2016-05-12,51
2016-05-13,52
2016-05-14,52
2016-05-15,54
2016-05-16,54
2016-05-17,56
2016-05-18,56
2016-05-19,59
2016-05-20,62
2016-05-21,62
2016-05-22,65
2016-05-23,69
2016-05-24,72
2016-05-25,72
2016-05-26,73
2016-05-27,75
2016-05-28,75
2016-05-29,77
2016-05-30,77
2016-05-31,80
2016-06-01,80
2016-06-02,82
2016-06-03,77
2016-06-04,73
2016-06-05,73
2016-06-06,69
2016-06-07,69
2016-06-08,68
2016-06-09,72
2016-06-10,71
2016-06-11,71
2016-06-12,70
2016-06-13,70
2016-06-14,68
2016-06-15,68
2016-06-16,65
2016-06-17,63
2016-06-18,63
2016-06-19,65
2016-06-20,65
2016-06-21,63
2016-06-22,63
2016-06-23,64
2016-06-24,64
2016-06-25,65
2016-06-26,65
2016-06-27,66
2016-06-28,69
2016-06-29,69
2016-06-30,73
2016-07-01,75
2016-07-02,75
2016-07-03,76
2016-07-04,73
2016-07-05,73
2016-07-06,71
2016-07-07,71
2016-07-08,70
2016-07-09,70
2016-07-10,70
2016-07-11,70
2016-07-12,70
2016-07-13,68
2016-07-14,68
2016-07-15,65
2016-07-16,65
2016-07-17,65
2016-07-18,62
2016-07-19,62
2016-07-20,58
2016-07-21,58
2016-07-22,57
2016-07-23,57
2016-07-24,55
2016-07-25,55
2016-07-26,54
2016-07-27,54
2016-07-28,55
2016-07-29,56
2016-07-30,56
2016-07-31,56
2016-08-01,56
2016-08-02,56
2016-08-03,56
2016-08-04,55
2016-08-05,55
2016-08-06,54
2016-08-07,54
2016-08-08,54
2016-08-09,54
2016-08-10,54
2016-08-11,56
2016-08-12,56
2016-08-13,56
2016-08-14,56
2016-08-15,56
2016-08-16,56
2016-08-17,59
2016-08-18,59
2016-08-19,59
2016-08-20,59
2016-08-21,60
2016-08-22,60
2016-08-23,61
2016-08-24,61
2016-08-25,63
2016-08-26,63
2016-08-27,62
2016-08-28,62
2016-08-29,60
2016-08-30,60
2016-08-31,61
2016-09-01,61
2016-09-02,60
2016-09-03,60
2016-09-04,60
2016-09-05,60
2016-09-06,62
2016-09-07,62
2016-09-08,62
2016-09-09,66
2016-09-10,66
2016-09-11,69
2016-09-12,69
2016-09-13,71
2016-09-14,71
2016-09-15,70
2016-09-16,70
2016-09-17,68
2016-09-18,68
2016-09-19,69
2016-09-20,69
2016-09-21,69
2016-09-22,71
2016-09-23,71
2016-09-24,71
2016-09-25,71
2016-09-26,71
2016-09-27,70
2016-09-28,70
2016-09-29,71
2016-09-30,71
2016-10-01,73
2016-10-02,73
2016-10-03,73
2016-10-04,74
2016-10-05,74
2016-10-06,70
2016-10-07,70
2016-10-08,67
2016-10-09,67
2016-10-10,67
2016-10-11,64
2016-10-12,64
2016-10-13,64
2016-10-14,64
2016-10-15,64
2016-10-16,64
2016-10-17,62
2016-10-18,62
2016-10-19,59
2016-10-20,59
2016-10-21,61
2016-10-22,61
2016-10-23,59
2016-10-24,59
2016-10-25,59
2016-10-26,59
2016-10-27,60
2016-10-28,60
2016-10-29,61
2016-10-30,61
2016-10-31,61
2016-11-01,63
2016-11-02,63
2016-11-03,60
2016-11-04,60
2016-11-05,60
2016-11-06,61
2016-11-07,61
2016-11-08,63
2016-11-09,63
2016-11-10,64
2016-11-11,64
2016-11-12,64
2016-11-13,64
2016-11-14,64
2016-11-15,64
2016-11-16,64
2016-11-17,66
2016-11-18,66
2016-11-19,66
2016-11-20,66
2016-11-21,66
2016-11-22,66
2016-11-23,66
2016-11-24,66
2016-11-25,66
2016-11-26,68
2016-11-27,71
2016-11-28,71
2016-11-29,75
2016-11-30,75
2016-12-01,77
2016-12-02,78
2016-12-03,78
2016-12-04,81
2016-12-05,81
2016-12-06,85
2016-12-07,85
2016-12-08,88
2016-12-09,88
2016-12-10,91
2016-12-11,96
2016-12-12,96
2016-12-13,96
2016-12-14,104
2016-12-15,104
2016-12-16,105
2016-12-17,105
2016-12-18,105
2016-12-19,104
2016-12-20,102
2016-12-21,102
2016-12-22,100
2016-12-23,96
2016-12-24,96
2016-12-25,94
2016-12-26,94
2016-12-27,94
2016-12-28,94
2016-12-29,97
2016-12-30,97
2016-12-31,100
2017-01-01,100
2017-01-02,99
2017-01-03,99
2017-01-04,98
2017-01-05,98
2017-01-06,93
2017-01-07,91
2017-01-08,90
2017-01-09,91
2017-01-10,91
2017-01-11,94
2017-01-12,95
2017-01-13,95
2017-01-14,95
2017-01-15,97
2017-01-16,101
2017-01-17,106
2017-01-18,111
2017-01-19,111
2017-01-20,115
2017-01-21,120
2017-01-22,123
2017-01-23,128
2017-01-24,127
2017-01-25,121
2017-01-26,119
2017-01-27,119
2017-01-28,113
2017-01-29,107
2017-01-30,107
2017-01-31,101
2017-02-01,101
2017-02-02,101
2017-02-03,97
2017-02-04,93
2017-02-05,93
2017-02-06,97
2017-02-07,97
2017-02-08,97
2017-02-09,101
2017-02-10,100
2017-02-11,102
2017-02-12,102
2017-02-13,103
2017-02-14,101
2017-02-15,101
2017-02-16,97
2017-02-17,97
2017-02-18,92
2017-02-19,87
2017-02-20,87
2017-02-21,82
2017-02-22,82
2017-02-23,77
2017-02-24,77
2017-02-25,73
2017-02-26,73
2017-02-27,72
2017-02-28,69
2017-03-01,69
2017-03-02,68
2017-03-03,68
2017-03-04,65
2017-03-05,65
2017-03-06,66
2017-03-07,66
2017-03-08,68
2017-03-09,68
2017-03-10,66
2017-03-11,62
2017-03-12,62
2017-03-13,58
2017-03-14,55
2017-03-15,55
2017-03-16,54
2017-03-17,53
2017-03-18,53
2017-03-19,53
2017-03-20,53
2017-03-21,53
2017-03-22,51
2017-03-23,50
2017-03-24,49
2017-03-25,49
2017-03-26,50
2017-03-27,50
2017-03-28,50
2017-03-29,50
2017-03-30,50
2017-03-31,48
2017-04-01,48
2017-04-02,47
2017-04-03,47
2017-04-04,47
2017-04-05,47
2017-04-06,48
2017-04-07,47
2017-04-08,47
2017-04-09,49
2017-04-10,49
2017-04-11,49
2017-04-12,49
2017-04-13,51
2017-04-14,51
2017-04-15,53
2017-04-16,55
2017-04-17,55
2017-04-18,56
2017-04-19,57
2017-04-20,57
2017-04-21,58
2017-04-22,58
2017-04-23,57
2017-04-24,57
2017-04-25,57
2017-04-26,58
2017-04-27,57
2017-04-28,56
2017-04-29,56
2017-04-30,56
2017-05-01,56
2017-05-02,56
2017-05-03,56
2017-05-04,57
2017-05-05,57
2017-05-06,57
2017-05-07,60
2017-05-08,60
2017-05-09,61
2017-05-10,61
2017-05-11,57
2017-05-12,54
2017-05-13,56
2017-05-14,56
2017-05-15,57
2017-05-16,59
2017-05-17,59
2017-05-18,60
2017-05-19,60
2017-05-20,59
2017-05-21,59
2017-05-22,57
2017-05-23,57
2017-05-24,57
2017-05-25,58
2017-05-26,60
2017-05-27,62
2017-05-28,62
2017-05-29,63
2017-05-30,63
2017-05-31,63
2017-06-01,64
2017-06-02,65
2017-06-03,65
2017-06-04,65
2017-06-05,65
2017-06-06,68
2017-06-07,68
2017-06-08,67
2017-06-09,67
2017-06-10,65
2017-06-11,63
2017-06-12,63
2017-06-13,63
2017-06-14,63
2017-06-15,62
2017-06-16,61
2017-06-17,61
2017-06-18,57
2017-06-19,57
2017-06-20,55
2017-06-21,55
2017-06-22,54
2017-06-23,53
2017-06-24,53
2017-06-25,53
2017-06-26,51
2017-06-27,50
2017-06-28,50
2017-06-29,50
2017-06-30,50
2017-07-01,50
2017-07-02,50
2017-07-03,50
2017-07-04,51
2017-07-05,51
2017-07-06,50
2017-07-07,50
2017-07-08,47
2017-07-09,47
2017-07-10,45
2017-07-11,45
2017-07-12,45
2017-07-13,47
2017-07-14,48
2017-07-15,48
2017-07-16,48
2017-07-17,49
2017-07-18,49
2017-07-19,49
2017-07-20,47
2017-07-21,47
2017-07-22,46
2017-07-23,45
2017-07-24,45
2017-07-25,44
2017-07-26,44
2017-07-27,43
2017-07-28,43
2017-07-29,44
2017-07-30,43
2017-07-31,43
2017-08-01,42
2017-08-02,41
2017-08-03,41
2017-08-04,40
2017-08-05,39
2017-08-06,39
2017-08-07,38
2017-08-08,38
2017-08-09,38
2017-08-10,39
2017-08-11,39
2017-08-12,39
2017-08-13,39
2017-08-14,38
2017-08-15,38
2017-08-16,38
2017-08-17,38
2017-08-18,38
2017-08-19,37
2017-08-20,36
2017-08-21,36
2017-08-22,35
2017-08-23,35
2017-08-24,34
2017-08-25,34
2017-08-26,35
2017-08-27,35
2017-08-28,34
2017-08-29,34
2017-08-30,34
2017-08-31,33
2017-09-01,33
2017-09-02,32
2017-09-03,32
2017-09-04,33
2017-09-05,33
2017-09-06,33
2017-09-07,33
2017-09-08,33
2017-09-09,33
2017-09-10,33
2017-09-11,34
2017-09-12,34
2017-09-13,33
2017-09-14,33
2017-09-15,33
2017-09-16,33
2017-09-17,32
2017-09-18,32
2017-09-19,32
2017-09-20,32
2017-09-21,32
2017-09-22,33
2017-09-23,33
2017-09-24,33
2017-09-25,33
2017-09-26,34
2017-09-27,34
2017-09-28,33
2017-09-29,31
2017-09-30,31
2017-10-01,31
2017-10-02,31
2017-10-03,31
2017-10-04,31
2017-10-05,31
2017-10-06,31
2017-10-07,31
2017-10-08,31
2017-10-09,31
2017-10-10,30
2017-10-11,30
2017-10-12,30
2017-10-13,30
2017-10-14,29
2017-10-15,29
2017-10-16,29
2017-10-17,29
2017-10-18,29
2017-10-19,28
2017-10-20,29
2017-10-21,29
2017-10-22,30
2017-10-23,30
2017-10-24,30
2017-10-26,31
2017-10-27,32
2017-10-28,32
2017-10-29,32
2017-10-30,33
2017-10-31,33
2017-11-01,33
2017-11-02,34
2017-11-03,34
2017-11-04,35
2017-11-05,35
2017-11-06,36
2017-11-07,36
2017-11-08,35
2017-11-09,35
2017-11-10,34
2017-11-11,34
2017-11-12,34
2017-11-13,33
2017-11-14,33
2017-11-15,33
2017-11-16,35
2017-11-17,35
2017-11-18,36
2017-11-19,37
2017-11-20,37
2017-11-21,36
2017-11-22,36
2017-11-23,35
2017-11-24,35
2017-11-25,36
2017-11-26,36
2017-11-27,37
2017-11-28,37
2017-11-29,37
2017-11-30,37
2017-12-01,37
2017-12-02,37
2017-12-03,36
2017-12-04,36
2017-12-05,36
2017-12-06,36
2017-12-07,36
2017-12-08,36
2017-12-09,36
2017-12-10,36
2017-12-11,38
2017-12-12,38
2017-12-13,38
2017-12-14,38
2017-12-15,39
2017-12-16,39
2017-12-17,40
2017-12-18,40
2017-12-19,40
2017-12-20,40
2017-12-21,39
2017-12-22,39
2017-12-23,40
2017-12-24,40
2017-12-25,40
2017-12-26,41
2017-12-27,40
2017-12-28,40
2017-12-29,41
2017-12-30,40
2017-12-31,40
2018-01-01,41
2018-01-02,41
2018-01-03,41
2018-01-04,41
2018-01-05,41
2018-01-06,43
2018-01-07,43
2018-01-08,45
2018-01-09,42
2018-01-10,42
2018-01-11,42
2018-01-12,43
2018-01-13,43
2018-01-14,43
2018-01-15,42
2018-01-16,42
2018-01-17,42
2018-01-18,45
2018-01-19,45
2018-01-20,45
2018-01-21,43
2018-01-22,43
2018-01-23,45
2018-01-24,45
2018-01-25,44
2018-01-26,42
2018-01-27,39
2018-01-28,38
2018-01-29,38
2018-01-30,38
2018-01-31,38
2018-02-01,38
2018-02-02,38
2018-02-03,39
2018-02-04,40
2018-02-05,40
2018-02-06,42
2018-02-07,42
2018-02-08,41
2018-02-09,40
2018-02-10,39
2018-02-11,37
2018-02-12,35
2018-02-13,33
2018-02-14,33
2018-02-15,35
2018-02-16,34
2018-02-17,32
2018-02-18,31
2018-02-19,29
2018-02-20,27
2018-02-21,27
2018-02-22,23
2018-02-23,23
2018-02-24,25
2018-02-25,25
2018-02-26,27
2018-02-27,28
2018-02-28,27
2018-03-01,26
2018-03-02,26
2018-03-03,25
2018-03-04,25
2018-03-05,25
2018-03-06,25
2018-03-07,23
2018-03-08,24
2018-03-09,24
2018-03-10,25
2018-03-11,25
2018-03-12,26
2018-03-13,28
2018-03-14,28
2018-03-15,29
2018-03-16,27
2018-03-17,27
2018-03-18,27
2018-03-19,27
2018-03-20,27
2018-03-21,28
2018-03-22,26
2018-03-23,26
2018-03-24,27
2018-03-25,28
2018-03-26,30
2018-03-27,31
2018-03-28,30
2018-03-29,28
2018-03-30,30
2018-03-31,29
2018-04-01,28
2018-04-02,27
2018-04-03,25
2018-04-04,23
2018-04-05,23
2018-04-06,24
2018-04-07,24
2018-04-08,25
2018-04-09,26
2018-04-10,26
2018-04-11,26
2018-04-12,25
2018-04-13,25
2018-04-14,25
2018-04-15,25
2018-04-16,25
2018-04-17,26
2018-04-18,26
2018-04-19,26
2018-04-20,26
2018-04-21,26
2018-04-22,26
2018-04-23,25
2018-04-24,26
2018-04-25,26
2018-04-26,26
2018-04-27,24
2018-04-28,23
2018-04-29,23
2018-04-30,22
2018-05-01,22
2018-05-02,22
2018-05-03,22
2018-05-04,23
2018-05-05,22
2018-05-06,22
2018-05-07,21
2018-05-08,19
2018-05-09,19
2018-05-10,19
2018-05-11,20
2018-05-12,21
2018-05-13,21
2018-05-14,23
2018-05-15,25
2018-05-16,27
2018-05-17,29
2018-05-18,31
2018-05-19,33
2018-05-20,34
2018-05-21,35
2018-05-22,35
2018-05-23,35
2018-05-24,36
2018-05-25,36
2018-05-26,37
2018-05-27,39
2018-05-28,40
2018-05-29,42
2018-05-30,44
2018-05-31,47
2018-06-01,50
2018-06-02,52
2018-06-03,52
2018-06-04,54
2018-06-05,56
2018-06-06,56
2018-06-07,58
2018-06-08,60
2018-06-09,61
2018-06-10,61
2018-06-11,57
2018-06-12,55
2018-06-13,55
2018-06-14,57
2018-06-15,59
2018-06-16,61
2018-06-17,58
2018-06-18,59
2018-06-19,60
2018-06-20,60
2018-06-21,60
2018-06-22,57
2018-06-23,55
2018-06-24,55
2018-06-25,56
2018-06-26,57
2018-06-27,56
2018-06-28,55
2018-06-29,57
2018-06-30,58
2018-07-01,60
2018-07-02,59
2018-07-03,60
2018-07-04,60
2018-07-05,62
2018-07-06,60
2018-07-07,59
2018-07-08,60
2018-07-09,61
2018-07-10,59
2018-07-11,59
2018-07-12,59
2018-07-13,57
2018-07-14,56
2018-07-15,55
2018-07-16,54
2018-07-17,54
2018-07-18,54
2018-07-19,51
2018-07-20,52
2018-07-21,54
2018-07-22,55
2018-07-23,58
2018-07-24,60
2018-07-25,61
2018-07-26,64
2018-07-27,61
2018-07-28,57
2018-07-29,55
2018-07-30,54
2018-07-31,54
2018-08-01,56
2018-08-02,59
2018-08-03,61
2018-08-04,64
2018-08-05,64
2018-08-06,69
2018-08-07,71
2018-08-08,74
2018-08-09,75
2018-08-10,77
2018-08-11,79
2018-08-12,76
2018-08-13,74
2018-08-14,71
2018-08-15,69
2018-08-16,67
2018-08-17,66
2018-08-18,66
2018-08-19,66
2018-08-20,64
2018-08-21,62
2018-08-22,61
2018-08-23,65
2018-08-24,62
2018-08-25,59
2018-08-26,56
2018-08-27,54
2018-08-28,51
2018-08-29,50
2018-08-30,48
2018-08-31,46
2018-09-01,44
2018-09-02,41
2018-09-03,38
2018-09-04,37
2018-09-05,37
2018-09-06,37
2018-09-07,36
2018-09-08,36
2018-09-09,35
2018-09-10,35
2018-09-11,34
2018-09-12,34
2018-09-13,33
2018-09-14,34
2018-09-15,35
2018-09-16,35
2018-09-17,34
2018-09-18,33
2018-09-19,33
2018-09-20,31
2018-09-21,30
2018-09-22,30
2018-09-23,29
2018-09-24,27
2018-09-25,26
2018-09-26,25
2018-09-27,25
2018-09-28,26
2018-09-29,27
2018-09-30,28
2018-10-01,30
2018-10-02,30
2018-10-03,30
2018-10-04,27
2018-10-05,26
2018-10-06,27
2018-10-07,29
2018-10-08,29
2018-10-09,30
2018-10-10,30
2018-10-11,29
2018-10-12,29
2018-10-13,30
2018-10-14,32
2018-10-15,32
2018-10-16,33
2018-10-17,33
2018-10-18,34
2018-10-19,35
2018-10-20,36
2018-10-21,37
2018-10-22,37
2018-10-23,38
2018-10-24,37
2018-10-25,38
2018-10-26,39
2018-10-27,40
2018-10-28,39
2018-10-29,38
2018-10-30,38
2018-10-31,37
2018-11-01,36
2018-11-02,37
2018-11-03,38
2018-11-04,39
2018-11-05,39
2018-11-06,37
2018-11-07,35
2018-11-08,33
2018-11-09,31
2018-11-10,29
2018-11-11,29
2018-11-12,30
2018-11-13,31
2018-11-14,30
2018-11-15,29
2018-11-16,29
2018-11-17,28
2018-11-18,27
2018-11-19,27
2018-11-20,27
2018-11-21,26
2018-11-22,24
2018-11-23,23
2018-11-24,22
2018-11-25,22
2018-11-26,23
2018-11-27,23
2018-11-28,22
2018-11-29,22
2018-12-01,22
2018-12-02,23
2018-12-03,23
2018-12-05,23
2018-12-07,25
2018-12-09,25
2018-12-10,26
2018-12-11,24
2018-12-12,24
2018-12-13,23
2018-12-14,21
2018-12-15,21
2018-12-16,22
2018-12-17,22
2018-12-18,22
2018-12-19,22
2018-12-20,21
2018-12-21,21
2018-12-22,22
2018-12-23,21
2018-12-24,22
2018-12-25,24
2018-12-26,25
2018-12-27,26
2018-12-28,26
2018-12-29,24
2018-12-30,24
2018-12-31,24
2019-01-01,24
2019-01-02,23
2019-01-03,23
2019-01-04,22
2019-01-05,21
2019-01-06,22
2019-01-08,23
2019-01-10,24
2019-01-11,24
2019-01-12,22
2019-01-14,20
2019-01-15,20
2019-01-16,20
2019-01-17,20
2019-01-18,21
2019-01-19,22
2019-01-20,23
2019-01-21,24
2019-01-22,26
2019-01-23,28
2019-01-24,30
2019-01-25,32
2019-01-26,33
2019-01-27,35
2019-01-28,37
2019-01-29,38
2019-01-30,38
2019-01-31,39
2019-02-01,39
2019-02-02,39
2019-02-03,39
2019-02-04,39
2019-02-05,38
2019-02-06,38
2019-02-07,38
2019-02-08,37
2019-02-09,37
2019-02-10,36
2019-02-11,35
2019-02-12,33
2019-02-13,31
2019-02-14,30
2019-02-15,29
2019-02-16,29
2019-02-17,27
2019-02-18,25
2019-02-19,23
2019-02-20,21
2019-02-21,19
2019-02-22,18
2019-02-23,18
2019-02-24,19
2019-02-25,19
2019-02-26,19
2019-02-27,20
2019-02-28,20
2019-03-01,21
2019-03-02,21
2019-03-03,21
2019-03-04,22
2019-03-05,21
2019-03-06,22
2019-03-07,23
2019-03-08,23
2019-03-09,24
2019-03-10,24
2019-03-11,23
2019-03-12,25
2019-03-13,25
2019-03-14,25
2019-03-15,25
2019-03-16,25
2019-03-17,25
2019-03-18,25
2019-03-19,25
2019-03-20,24
2019-03-21,25
2019-03-22,25
2019-03-23,25
2019-03-24,25
2019-03-25,24
2019-03-26,23
2019-03-27,23
2019-03-28,22
2019-03-29,23
2019-03-30,23
2019-03-31,25
2019-04-01,26
2019-04-02,26
2019-04-03,26
2019-04-04,26
2019-04-05,26
2019-04-06,27
2019-04-07,27
2019-04-08,28
2019-04-09,28
2019-04-10,27
2019-04-11,26
2019-04-12,26
2019-04-13,26
2019-04-14,27
2019-04-15,27
2019-04-16,29
2019-04-17,31
2019-04-18,32
2019-04-19,34
2019-04-20,36
2019-04-21,38
2019-04-22,39
2019-04-23,40
2019-04-24,41
2019-04-25,42
2019-04-26,41
2019-04-27,40
2019-04-28,39
2019-04-29,40
2019-04-30,41
2019-05-01,40
2019-05-02,41
2019-05-03,40
2019-05-04,40
2019-05-05,39
2019-05-06,38
2019-05-07,37
2019-05-08,36
2019-05-09,36
2019-05-10,34
2019-05-11,34
2019-05-12,35
2019-05-13,34
2019-05-14,34
2019-05-15,34
2019-05-16,33
2019-05-17,32
2019-05-18,31
2019-05-19,31
2019-05-20,31
2019-05-21,31
2019-05-22,31
2019-05-23,31
2019-05-24,31
2019-05-25,31
2019-05-26,32
2019-05-27,31
