date_obj,Bluegill price
2019-07-31,38
2019-08-01,38
2019-08-02,38
2019-08-03,38
2019-08-04,38
2019-08-05,38
2019-08-06,38
2019-08-07,38
2019-08-08,39
2019-08-09,39
2019-08-10,39
2019-08-11,39
2019-08-12,39
2019-08-13,39
2019-08-14,39
2019-08-15,39
2019-08-16,39
2019-08-17,39
2019-08-18,39
2019-08-19,39
2019-08-20,39
2019-08-21,39
2019-08-22,41
2019-08-23,41
2019-08-24,41
2019-08-24,41
2019-08-25,41
2019-08-25,41
2019-08-26,41
2019-08-27,41
2019-08-27,41
2019-08-28,41
2019-08-29,41
2019-08-30,41
2019-08-31,41
2019-09-01,41
2019-09-02,41
2019-09-03,41
2019-09-04,41
2019-09-05,43
2019-09-06,43
2019-09-07,43
2019-09-08,43
2019-09-09,43
2019-09-10,43
2019-09-11,43
2019-09-12,43
2019-09-13,43
2019-09-14,43
2019-09-15,43
2019-09-16,43
2019-09-17,43
2019-09-18,43
2019-09-19,43
2019-09-20,43
2019-09-21,44
2019-09-22,44
2019-09-23,44
2019-09-24,44
2019-09-25,44
2019-09-26,44
2019-09-27,44
2019-09-28,44
2019-09-29,44
2019-09-30,44
2019-10-01,44
2019-10-02,44
2019-10-03,44
2019-10-04,44
2019-10-05,44
2019-10-06,44
2019-10-07,47
2019-10-08,47
2019-10-09,47
2019-10-10,47
2019-10-11,47
2019-10-12,47
2019-10-13,47
2019-10-14,47
2019-10-15,47
2019-10-16,47
2019-10-17,47
2019-10-18,47
2019-10-19,47
2019-10-20,47
2019-10-21,47
2019-10-22,47
2019-10-23,48
2019-10-24,48
2019-10-25,48
2019-10-26,48
2019-10-27,48
2019-10-28,48
2019-10-29,48
2019-10-30,48
2019-10-31,48
2019-11-01,48
2019-11-02,48
2019-11-03,48
2019-11-04,48
2019-11-05,48
2019-11-06,51
2019-11-07,51
2019-11-08,51
2019-11-09,51
2019-11-10,51
2019-11-11,51
2019-11-12,51
2019-11-13,51
2019-11-14,51
2019-11-15,51
2019-11-16,51
2019-11-17,51
2019-11-18,51
2019-11-19,51
2019-11-20,51
2019-11-21,54
2019-11-22,54
2019-11-23,54
2019-11-24,54
2019-11-25,54
2019-11-26,54
2019-11-27,54
2019-11-28,54
2019-11-29,54
2019-11-30,54
2019-12-01,54
2019-12-02,54
2019-12-03,54
2019-12-04,54
2019-12-05,54
2019-12-06,54
2019-12-07,56
2019-12-08,56
2019-12-09,56
2019-12-10,56
2019-12-11,56
2019-12-12,56
2019-12-13,56
2019-12-14,56
2019-12-15,56
2019-12-16,56
2019-12-17,56
2019-12-18,56
2019-12-19,56
2019-12-20,56
2019-12-21,56
2019-12-22,56
2019-12-23,56
2019-12-24,59
2019-12-25,59
2019-12-26,59
2019-12-27,59
2019-12-28,59
2019-12-29,59
2019-12-30,59
2019-12-31,59
2020-01-01,59
2020-01-02,59
2020-01-03,59
2020-01-04,59
2020-01-05,59
2020-01-06,60
2020-01-07,60
2020-01-08,60
2020-01-09,60
2020-01-10,60
2020-01-11,60
2020-01-12,60
2020-01-13,60
2020-01-14,60
2020-01-15,60
2020-01-16,58
2020-01-17,58
2020-01-18,58
2020-01-19,58
2020-01-20,58
2020-01-21,58
2020-01-22,58
2020-01-23,58
2020-01-24,58
2020-01-25,58
2020-01-26,58
2020-01-27,56
2020-01-28,56
2020-01-29,56
2020-01-30,56
2020-01-31,56
2020-02-01,56
2020-02-02,56
2020-02-03,56
2020-02-04,56
2020-02-05,56
2020-02-06,56
2020-02-07,56
2020-02-08,57
2020-02-09,57
2020-02-10,57
2020-02-11,57
2020-02-12,57
2020-02-13,57
2020-02-14,57
2020-02-15,57
2020-02-16,57
2020-02-17,57
2020-02-18,57
2020-02-19,57
2020-02-20,59
2020-02-21,59
2020-02-22,59
2020-02-23,59
2020-02-24,59
2020-02-25,59
2020-02-26,59
2020-02-27,59
2020-02-28,59
2020-02-29,59
2020-03-01,59
2020-03-02,61
2020-03-03,61
2020-03-04,61
2020-03-05,61
2020-03-06,61
2020-03-07,61
2020-03-08,61
2020-03-09,61
2020-03-10,61
2020-03-11,61
2020-03-12,59
2020-03-13,59
2020-03-14,59
2020-03-15,59
2020-03-16,59
2020-03-17,59
2020-03-18,59
2020-03-19,56
2020-03-20,56
2020-03-21,56
2020-03-22,56
2020-03-23,56
2020-03-24,56
2020-03-25,56
2020-03-26,59
2020-03-27,59
2020-03-28,59
2020-03-29,59
2020-03-30,59
2020-03-31,59
2020-04-01,59
2020-04-02,57
2020-04-03,57
2020-04-04,57
2020-04-05,57
2020-04-06,57
2020-04-07,57
2020-04-08,55
2020-04-09,55
2020-04-10,55
2020-04-11,55
2020-04-12,55
2020-04-13,55
2020-04-14,52
2020-04-15,52
2020-04-16,52
2020-04-17,52
2020-04-18,52
2020-04-19,52
2020-04-20,52
2020-04-21,52
2020-04-22,52
2020-04-23,52
2020-04-24,52
2020-04-25,52
2020-04-26,54
2020-04-27,54
2020-04-28,54
2020-04-29,54
2020-04-30,54
2020-05-01,54
2020-05-02,57
2020-05-03,57
2020-05-04,57
2020-05-05,57
2020-05-06,57
2020-05-07,57
2020-05-08,57
2020-05-09,59
2020-05-10,59
2020-05-11,59
2020-05-12,59
2020-05-13,59
